Rxn,Rxn_Name,Rule,Pathway,Formula
r1368,"Vesicular transport",,"Transport, lysosomal","dihomo-gamma-linolenic acid (n-6)  -> Dihomo-gamma-linolenate "
r1374,"EC:3.2.1.14",CHIT1 | CHIA,"Aminosugar metabolism","Water + 2 chitin  -> 3 Chitobiose "
r1375,"Transport reaction",,"Aminosugar metabolism","Chitobiose  -> Chitobiose "
r1377,"S-(hydroxymethyl)glutathione synthase Methane metabolism EC:4.4.1.22",,"Unassigned","formaldehyde + Reduced glutathione  <=> S-(hydroxymethyl)glutathione(1-) "
r1378,"S-(hydroxymethyl)glutathione dehydrogenase Methane metabolism EC:1.1.1.284",ADH5,"Unassigned","Nicotinamide adenine dinucleotide + S-(hydroxymethyl)glutathione(1-)  <=> proton + Nicotinamide adenine dinucleotide - reduced + S-formylglutathionate(1-) "
r1380,"delta24-sterol reductase Biosynthesis of steroids EC:1.3.1.72",DHCR24,"Cholesterol metabolism","proton + Nicotinamide adenine dinucleotide phosphate - reduced + zymosterol  <=> Nicotinamide adenine dinucleotide phosphate + 5alpha-cholest-8-en-3beta-ol "
r1381,"5alpha-Cholest-7-en-3beta-ol delta7-delta8-isomerase Biosynthesis of steroids EC:5.3.3.5",EBP,"Cholesterol metabolism","5alpha-cholest-7-en-3beta-ol  <=> 5alpha-cholest-8-en-3beta-ol "
r1384,"Guanosine aminohydrolase EC:3.5.4.15",,"Nucleotide interconversion","Water + proton + Guanosine  <=> Ammonium + xanthosine "
r1396,"EC:2.3.1.21",,"Fatty acid oxidation","Propanoyl-CoA + L-Carnitine  -> Coenzyme A + O-Propanoylcarnitine "
r1397,"carnitine acetyltransferase  EC:2.3.1.7",,"Fatty acid oxidation","Coenzyme A + O-Propanoylcarnitine  -> Propanoyl-CoA + L-Carnitine "
r1400,"Active transport",,"Fatty acid oxidation","Propanoyl-CoA + L-Carnitine  -> Propanoyl-CoA + L-Carnitine "
r1401,"Facilitated diffusion",,"Fatty acid oxidation","Butanoyl-CoA + L-Carnitine  -> L-Carnitine + Butanoyl-CoA "
r1418,"Carbonic acid hydro-lyase Nitrogen metabolism EC:4.2.1.1",CA12 | CA2 | CA9 | CA14 | CA6 | CA1 | CA4 | CA7 | CA8 | CA13,"Unassigned","proton + Bicarbonate  <=> Water + carbon dioxide "
r1421,"Free diffusion",,"Transport, extracellular","formaldehyde  <=> formaldehyde "
r1423,"Facilitated diffusion",,"Transport, extracellular","hydrogenphosphate  -> hydrogenphosphate "
r1427,"Mitochondrial Carrier (MC) TCDB:2.A.29.19.1",SLC25A2,"Transport, mitochondrial","proton + L-histidine  -> proton + L-histidine "
r1428,"Free diffusion",,"Transport, peroxisomal","Dihydroxyacetone phosphate  <=> Dihydroxyacetone phosphate "
r1429,"Free diffusion",,"Transport, peroxisomal","Glycerol 3-phosphate  <=> Glycerol 3-phosphate "
r1431,"2-Deoxyuridine 5-diphosphate:oxidized-thioredoxin 2-oxidoreductase Pyrimidine metabolism EC:1.17.4.1",RRM2B & RRM1 & RRM2,"Unassigned","Water + dADP + Oxidized thioredoxin  -> ADP + Reduced thioredoxin "
r1433,"NADPH:oxidized-thioredoxin oxidoreductase Pyrimidine metabolism EC:1.8.1.9",TXNRD2 | TXNRD1,"Unassigned","Nicotinamide adenine dinucleotide phosphate + Reduced thioredoxin  -> proton + Nicotinamide adenine dinucleotide phosphate - reduced + Oxidized thioredoxin "
r1434,"Transport reaction",,"Transport, mitochondrial","L-alanine  -> L-alanine "
r1435,"Transport reaction",,"Transport, mitochondrial","L-serine  -> L-serine "
r1443,"EC:1.3.3.6",ACOX3 | ACOX1,"Fatty acid oxidation","Dodecanoyl-CoA (n-C12:0CoA) + O2  -> Hydrogen peroxide + trans-Dodec-2-enoyl-CoA "
r1444,"EC:1.3.3.6",ACOX3 | ACOX1,"Fatty acid oxidation","Tetradecanoyl-CoA (n-C14:0CoA) + O2  -> Hydrogen peroxide + trans-tetradec-2-enoyl-CoA(4-) "
r1445,"EC:1.3.3.6",ACOX3 | ACOX1,"Fatty acid oxidation","Decanoyl-CoA (n-C10:0CoA) + O2  -> Hydrogen peroxide + trans-dec-2-enoyl-CoA(4-) "
r1446,"EC:1.3.3.6",ACOX3 | ACOX1,"Unassigned","Butanoyl-CoA + ubiquinone-10  -> crotonoyl-CoA(4-) + Ubiquinol-10 "
r1447,"EC:1.3.3.6",ACOX3 | ACOX1,"Fatty acid oxidation","ubiquinone-10 + Dodecanoyl-CoA (n-C12:0CoA)  -> Ubiquinol-10 + trans-Dodec-2-enoyl-CoA "
r1448,"EC:1.3.3.6",ACOX3 | ACOX1,"Fatty acid oxidation","ubiquinone-10 + Octanoyl-CoA (n-C8:0CoA)  -> Ubiquinol-10 + (2E)-Octenoyl-CoA "
r1449,"EC:1.3.3.6",ACOX3 | ACOX1,"Fatty acid oxidation","ubiquinone-10 + Tetradecanoyl-CoA (n-C14:0CoA)  -> Ubiquinol-10 + trans-tetradec-2-enoyl-CoA(4-) "
r1450,"EC:1.3.3.6",ACOX3 | ACOX1,"Fatty acid oxidation","ubiquinone-10 + Hexanoyl-CoA  -> Ubiquinol-10 + (2E)-Hexenoyl-CoA "
r1451,"EC:1.3.3.6",ACOX3 | ACOX1,"Fatty acid oxidation","ubiquinone-10 + Decanoyl-CoA (n-C10:0CoA)  -> Ubiquinol-10 + trans-Dec-2-enoyl-CoA "
r1453,"L-proline:(acceptor) oxidoreductase Arginine and proline metabolism EC:1.5.99.8",PRODH,"Unassigned","Ubiquinol-10 + L-proline  <=> 5 proton + ubiquinone-10 + 1-Pyrroline-5-carboxylate "
r1454,"TCDB:2.A.1.13.5 TCDB:2.A.1.13.1",SLC16A7 | SLC16A1,"Transport, mitochondrial","proton + 2-Oxobutanoate  -> proton + 2-Oxobutanoate "
r1455,"Transport reaction",,"Transport, mitochondrial","proton + L-phenylalanine  -> proton + L-phenylalanine "
r1456,"Transport reaction",,"Transport, mitochondrial","proton + L-phenylalanine  -> proton + L-phenylalanine "
r1459,"Transport reaction",,"Transport, nuclear","Diphosphate  <=> Diphosphate "
r1464,"Active transport",,"Transport, mitochondrial","pyruvate + acetoacetate  <=> pyruvate + acetoacetate "
r1466,"EC:2.3.1.86",,"Unassigned","2 O2 + 4 proton + 2 Nicotinamide adenine dinucleotide phosphate - reduced + 2 Malonyl-CoA + gamma-linolenoyl-CoA(4-)  <=> 2 Water + 2 Nicotinamide adenine dinucleotide phosphate + 4 carbon dioxide + 2 Coenzyme A + dihomo-gamma-linolenyl coenzyme A "
r1467,"Postulated transport reaction",,"Transport, mitochondrial","Octadecenoyl-CoA (n-C18:1CoA)  <=> Octadecenoyl-CoA (n-C18:1CoA) "
r1487,"EC:6.2.1.3",ACSL4 | ACSL3 | ACSBG2 | SLC27A2 | ACSL1 | ACSL6 | ACSL5,"Fatty acid oxidation","ATP + Coenzyme A + Hexadecenoate (n-C16:1)  <=> AMP + Diphosphate + palmitoleyl-CoA(4-) "
r1488,"EC:6.2.1.3",,"Fatty acid oxidation","ATP + Coenzyme A + Hexadecenoate (n-C16:1)  <=> AMP + Diphosphate + palmitoleyl-CoA(4-) "
r1492,"Utilized transport",((KCNJ8 | KCNJ11) & (ABCC8 | ABCC9)),"Transport, extracellular","potassium  -> potassium "
r1493,"Utilized transport",,"Transport, extracellular","Reduced glutathione  -> Reduced glutathione "
r1495,"Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter TCDB:2.A.28.1.1",SLC10A1,"Transport, extracellular","2 Sodium + chenodeoxycholate  -> 2 Sodium + chenodeoxycholate "
r1497,"Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter TCDB:2.A.28.1.1",SLC10A1,"Transport, extracellular","2 Sodium + taurochenodeoxycholate  -> 2 Sodium + taurochenodeoxycholate "
r1498,"Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter TCDB:2.A.28.1.1",SLC10A1,"Transport, extracellular","2 Sodium + glycochenodeoxycholate  -> 2 Sodium + glycochenodeoxycholate "
r1499,"Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter TCDB:2.A.28.1.1",SLC10A1,"Transport, extracellular","2 Sodium + taurolithocholate  -> 2 Sodium + taurolithocholate "
r1500,"Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter TCDB:2.A.28.1.1",SLC10A1,"Transport, extracellular","2 Sodium + glycolithocholate  -> 2 Sodium + glycolithocholate "
r1512,"Utilized transport",,"Transport, extracellular","bilirubin(2-)  -> bilirubin(2-) "
r1514,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + arachidonate  -> ADP + proton + hydrogenphosphate + arachidonate "
r1515,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + Hexadecanoate (n-C16:0)  -> ADP + proton + hydrogenphosphate + Hexadecanoate (n-C16:0) "
r1516,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + octadecenoate (n-C18:1)  -> ADP + proton + hydrogenphosphate + octadecenoate (n-C18:1) "
r1517,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + stearidonic acid C18:4, n-3  -> ADP + proton + hydrogenphosphate + stearidonic acid C18:4, n-3 "
r1518,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + linoleate  -> ADP + proton + hydrogenphosphate + linoleate "
r1519,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + elaidate  -> ADP + proton + hydrogenphosphate + elaidate "
r1520,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + gamma-linolenate  -> ADP + proton + hydrogenphosphate + gamma-linolenate "
r1521,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + alpha-linolenate  -> ADP + proton + hydrogenphosphate + alpha-linolenate "
r1522,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + lignocerate  -> ADP + proton + hydrogenphosphate + lignocerate "
r1523,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + Hexadecenoate (n-C16:1)  -> ADP + proton + hydrogenphosphate + Hexadecenoate (n-C16:1) "
r1525,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + dihomo-gamma-linolenic acid (n-6)  -> ADP + proton + hydrogenphosphate + dihomo-gamma-linolenic acid (n-6) "
r1527,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + caprate  -> ADP + proton + hydrogenphosphate + caprate "
r1528,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",,"Transport, extracellular","Water + ATP + laurate  -> ADP + proton + hydrogenphosphate + laurate "
r1529,"ATP-binding Cassette (ABC) TCDB:3.A.1.211.1",ABCA1,"Transport, extracellular","Water + ATP + tetradecanoate (n-C14:0)  -> ADP + proton + hydrogenphosphate + tetradecanoate (n-C14:0) "
r1530,"ATP-binding Cassette (ABC) TCDB:3.A.1.208.15",ABCC5,"Transport, extracellular","Water + ATP + Reduced glutathione  -> ADP + proton + hydrogenphosphate + Reduced glutathione "
r1536,"ATP-binding Cassette (ABC) TCDB:3.A.1.208.7",ABCC4,"Transport, extracellular","Water + ATP + Urate  -> ADP + proton + hydrogenphosphate + Urate "
r1538,"Anion Exchanger (AE) TCDB:2.A.31.2.8",SLC4A5,"Transport, extracellular","Bicarbonate + 2 Sodium  -> Bicarbonate + 2 Sodium "
r1540,"Neurotransmitter:Sodium Symporter (NSS) TCDB:2.A.22.3.3",SLC6A6,"Transport, extracellular","Sodium + Chloride + Taurine  -> Sodium + Chloride + Taurine "
r1544,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-glutamine + Glycine  <=> L-glutamine + Glycine "
r1546,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","Glycine + L-methionine  <=> Glycine + L-methionine "
r1547,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","Glycine + L-tryptophan  <=> Glycine + L-tryptophan "
r1548,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","Glycine + L-phenylalanine  <=> Glycine + L-phenylalanine "
r1549,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","Glycine + L-tyrosine  <=> Glycine + L-tyrosine "
r1551,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","Glycine + L-leucine  <=> Glycine + L-leucine "
r1552,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","Glycine + L-proline  <=> Glycine + L-proline "
r1553,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-asparagine + Glycine  <=> L-asparagine + Glycine "
r1554,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","Glycine + L-valine  <=> Glycine + L-valine "
r1556,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","Glycine + L-homoserine  <=> Glycine + L-homoserine "
r1557,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","Glycine + L-isoleucine  <=> Glycine + L-isoleucine "
r1559,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-serine  <=> L-alanine + L-serine "
r1560,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-methionine  <=> L-alanine + L-methionine "
r1561,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-tryptophan  <=> L-alanine + L-tryptophan "
r1562,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-phenylalanine  <=> L-alanine + L-phenylalanine "
r1563,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-tyrosine  <=> L-alanine + L-tyrosine "
r1564,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-cysteine  <=> L-alanine + L-cysteine "
r1565,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-leucine  <=> L-alanine + L-leucine "
r1566,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-proline  <=> L-alanine + L-proline "
r1567,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-asparagine  <=> L-alanine + L-asparagine "
r1568,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-valine  <=> L-alanine + L-valine "
r1569,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-threonine  <=> L-alanine + L-threonine "
r1570,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-homoserine  <=> L-alanine + L-homoserine "
r1571,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-alanine + L-isoleucine  <=> L-alanine + L-isoleucine "
r1573,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-glutamine + L-methionine  <=> L-glutamine + L-methionine "
r1574,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-glutamine + L-tryptophan  <=> L-glutamine + L-tryptophan "
r1575,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-glutamine + L-phenylalanine  <=> L-glutamine + L-phenylalanine "
r1576,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-glutamine + L-tyrosine  <=> L-glutamine + L-tyrosine "
r1578,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-glutamine + L-leucine  <=> L-glutamine + L-leucine "
r1579,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-glutamine + L-proline  <=> L-glutamine + L-proline "
r1580,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-asparagine + L-glutamine  <=> L-asparagine + L-glutamine "
r1581,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-glutamine + L-valine  <=> L-glutamine + L-valine "
r1583,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-glutamine + L-homoserine  <=> L-glutamine + L-homoserine "
r1584,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-glutamine + L-isoleucine  <=> L-glutamine + L-isoleucine "
r1585,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-serine + L-methionine  <=> L-serine + L-methionine "
r1586,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-serine + L-tryptophan  <=> L-serine + L-tryptophan "
r1587,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-serine + L-phenylalanine  <=> L-serine + L-phenylalanine "
r1588,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-serine + L-tyrosine  <=> L-serine + L-tyrosine "
r1589,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-cysteine + L-serine  <=> L-cysteine + L-serine "
r1590,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-serine + L-leucine  <=> L-serine + L-leucine "
r1591,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-serine + L-proline  <=> L-serine + L-proline "
r1592,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-asparagine + L-serine  <=> L-asparagine + L-serine "
r1593,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-serine + L-valine  <=> L-serine + L-valine "
r1594,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-serine + L-threonine  <=> L-serine + L-threonine "
r1595,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-serine + L-homoserine  <=> L-serine + L-homoserine "
r1596,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-serine + L-isoleucine  <=> L-serine + L-isoleucine "
r1597,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-methionine + L-tryptophan  <=> L-methionine + L-tryptophan "
r1598,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-methionine + L-phenylalanine  <=> L-methionine + L-phenylalanine "
r1599,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-methionine + L-tyrosine  <=> L-methionine + L-tyrosine "
r1600,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-cysteine + L-methionine  <=> L-cysteine + L-methionine "
r1602,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-methionine + L-proline  <=> L-methionine + L-proline "
r1603,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-asparagine + L-methionine  <=> L-asparagine + L-methionine "
r1604,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-methionine + L-valine  <=> L-methionine + L-valine "
r1605,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-threonine + L-methionine  <=> L-threonine + L-methionine "
r1606,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-methionine + L-homoserine  <=> L-methionine + L-homoserine "
r1607,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-methionine + L-isoleucine  <=> L-methionine + L-isoleucine "
r1608,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tryptophan + L-phenylalanine  <=> L-phenylalanine + L-tryptophan "
r1609,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tryptophan + L-tyrosine  <=> L-tyrosine + L-tryptophan "
r1610,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-cysteine + L-tryptophan  <=> L-cysteine + L-tryptophan "
r1611,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tryptophan + L-leucine  <=> L-leucine + L-tryptophan "
r1612,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tryptophan + L-proline  <=> L-proline + L-tryptophan "
r1613,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-asparagine + L-tryptophan  <=> L-asparagine + L-tryptophan "
r1614,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tryptophan + L-valine  <=> L-valine + L-tryptophan "
r1615,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-threonine + L-tryptophan  <=> L-threonine + L-tryptophan "
r1616,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tryptophan + L-homoserine  <=> L-homoserine + L-tryptophan "
r1617,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tryptophan + L-isoleucine  <=> L-isoleucine + L-tryptophan "
r1618,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-phenylalanine + L-tyrosine  <=> L-tyrosine + L-phenylalanine "
r1619,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-cysteine + L-phenylalanine  <=> L-cysteine + L-phenylalanine "
r1620,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-phenylalanine + L-leucine  <=> L-leucine + L-phenylalanine "
r1621,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-phenylalanine + L-proline  <=> L-proline + L-phenylalanine "
r1622,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-asparagine + L-phenylalanine  <=> L-asparagine + L-phenylalanine "
r1623,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-phenylalanine + L-valine  <=> L-valine + L-phenylalanine "
r1624,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-threonine + L-phenylalanine  <=> L-threonine + L-phenylalanine "
r1625,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-phenylalanine + L-homoserine  <=> L-homoserine + L-phenylalanine "
r1626,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-phenylalanine + L-isoleucine  <=> L-isoleucine + L-phenylalanine "
r1627,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-cysteine + L-tyrosine  <=> L-cysteine + L-tyrosine "
r1628,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tyrosine + L-leucine  <=> L-leucine + L-tyrosine "
r1629,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tyrosine + L-proline  <=> L-proline + L-tyrosine "
r1630,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-asparagine + L-tyrosine  <=> L-asparagine + L-tyrosine "
r1631,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tyrosine + L-valine  <=> L-valine + L-tyrosine "
r1632,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-threonine + L-tyrosine  <=> L-threonine + L-tyrosine "
r1633,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tyrosine + L-homoserine  <=> L-homoserine + L-tyrosine "
r1634,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-tyrosine + L-isoleucine  <=> L-isoleucine + L-tyrosine "
r1635,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-cysteine + L-leucine  <=> L-cysteine + L-leucine "
r1636,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-cysteine + L-proline  <=> L-cysteine + L-proline "
r1637,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-asparagine + L-cysteine  <=> L-asparagine + L-cysteine "
r1638,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-cysteine + L-valine  <=> L-cysteine + L-valine "
r1639,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-cysteine + L-threonine  <=> L-cysteine + L-threonine "
r1640,"Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",SLC7A5,"Transport, extracellular","L-cysteine + L-homoserine  <=> L-cysteine + L-homoserine "
