Var1,Var2
5eipenc[m],"5,8,11,14,17-Eicosapentenoic Acid"
5eipenc[c],"5,8,11,14,17-Eicosapentenoic Acid"
5eipenc[e],"5,8,11,14,17-Eicosapentenoic Acid"
T4hcinnm[e],"Trans-4-Coumarate"
agm[c],"Agmatine"
agm[e],"Agmatine"
andrstndn[e],"Androst-4-Ene-3,17-Dione"
eandrstrn[c],"16Alpha-Hydroxydehydroepiandrosterone"
eandrstrn[e],"16Alpha-Hydroxydehydroepiandrosterone"
ahandrostan[c],"3Alpha-Hydroxy-5Beta-Androstan-17-One"
ahandrostan[e],"3Alpha-Hydroxy-5Beta-Androstan-17-One"
andrstandn[c],"5Alpha-Androstane-3,17-Dione"
andrstandn[e],"5Alpha-Androstane-3,17-Dione"
CE2209[e],"5Alpha-Androstane-3Alpha,17Beta-Diol"
C05301[e],"2-Hydroxyestradiol"
C05299[e],"2-Methoxyestrone"
C05302[e],"2-Methoxyestradiol-17Beta"
CE5072[e],"21-Hydroxyallopregnanolone"
11docrtsl[e],"11-Deoxycortisol"
11docrtstrn[e],"11-Deoxycorticosterone"
prgnlone[e],"Pregnenolone"
CE2211[e],"Allopregnanolone"
17ahprgstrn[e],"17Alpha-Hydroxyprogesterone"
17ahprgnlone[e],"17Alpha-Hydroxypregnenolone"
C03681[e],"5Alpha-Pregnane-3,20-Dione"
prgnlones[e],"Pregnenolone Sulfate"
CE1352[e],"17Alpha-Hydroxypregnenolone Sulfate"
mma[e],"Methylammonium"
C05769[e],"Coproporphyrin I"
mhista[e],"N(Tele)-Methylhistaminium"
CE2006[e],"4-Hydroxy-2-Nonenal"
n8aspmd[e],"N(8)-Acetylspermidine"
CE4890[e],"N-Methylsalsolinol"
C09642[e],"(-)-Salsolinol"
ppp9[e],"Protoporphyrin"
mlthf[e],"5,10-Methylenetetrahydrofolate"
trypta[e],"Tryptamine"
selmeth[e],"Selenomethionine"
CE7090[e],"18R-Hydroxy-5Z,8Z,11Z,14Z,16E-Eicosapentaenoic Acid"
CE7085[e],"(+-)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-Eicosapentaenoic Acid"
CE7096[e],"5,15-Dihydroxyeicosatetraenoic Acid"
CE4877[e],"15-Deoxy-Prostaglandin J2"
CE1447[c],"11-Dehydrothromboxane B2"
CE1447[e],"11-Dehydrothromboxane B2"
C05770[e],"Coproporphyrin Iii"
CE2705[e],"Quinonoid Dihydrobiopterin"
13dampp[e],"Trimethylenediaminium"
hdd2crn[e],"Trans-Hexadec-2-Enoyl Carnitine"
N1aspmd[e],"N(1)-Acetylspermidine"
CE1918[e],"5-Hydroxytryptophol"
34dhoxmand[e],"3,4-Dihydroxymandelate"
CE6205[e],"5-Methoxytryptophol"
1a25dhvitd3[e],"Calcitriol"
CE4969[c],"Isobutyrylglycine"
CE4969[e],"Isobutyrylglycine"
CE1310[c],"N-Acetyl-L-Cysteine"
CE1310[e],"N-Acetyl-L-Cysteine"
4hbz[c],"4-Hydroxybenzoate"
sucsal[c],"Succinic Semialdehyde"
sucsal[e],"Succinic Semialdehyde"
CE7081[c],"15R-Hydroxy-5Z,8Z,11Z,13E,17Z-Eicosapentaenoic Acid"
CE7081[e],"15R-Hydroxy-5Z,8Z,11Z,13E,17Z-Eicosapentaenoic Acid"
egme[c],"Ecgoninium Methyl Ester"
egme[e],"Ecgoninium Methyl Ester"
12harachd[c],"12 Hydroxy Arachidonic Acid"
12harachd[e],"12 Hydroxy Arachidonic Acid"
18harachd[c],"18 Hydroxy Arachidonic Acid"
18harachd[e],"18 Hydroxy Arachidonic Acid"
sql[c],"Squalene"
sql[e],"Squalene"
orn_D[c],"D-Ornithine"
orn_D[e],"D-Ornithine"
5g2oxpt[c],"5-Guanidino-2-Oxopentanoic Acid"
5g2oxpt[e],"5-Guanidino-2-Oxopentanoic Acid"
dhea[e],"3Beta-Hydroxyandrost-5-En-17-One"
estrone[e],"Estrone"
C05298[e],"2-Hydroxyestrone"
HC02020[c],"Cholest-5-En-3Beta-Yl Hexadecanoate"
HC02020[e],"Cholest-5-En-3Beta-Yl Hexadecanoate"
xol24oh[c],"(24S)-24-Hydroxycholesterol"
xol24oh[e],"(24S)-24-Hydroxycholesterol"
xol27oh[e],"27-Hydroxycholesterol"
xol25oh[c],"25-Hydroxycholesterol"
xol25oh[e],"25-Hydroxycholesterol"
dsmsterol[e],"Desmosterol"
chsterols[e],"Cholesterol Sulfate"
3ityr_L[e],"3-Iodo-L-Tyrosine"
35diotyr[e],"3,5-Diiodo-L-Tyrosine"
13_cis_retn[e],"13-Cis-Retinoate"
CE1617[e],"9-Cis-Retinoate"
HC00005[e],"ApoB100"
HC00006[e],"ApoC1"
HC00007[e],"ApoC2"
HC00008[e],"ApoC3"
HC00009[e],"ApoE"
idl_hs[e],"Intermediate Density Lipoprotein"
ldl_hs[e],"Low Density Lipoprotein"
hdl_hs[e],"High Density Lipoprotein"
myelin_hs[c],"Myelin Sheath"
HC00460[e],"2,5-Dihydroxybenzoate"
fna5moxam[e],"Formyl-N-Acetyl-5-Methoxykynurenamine"
CE5643[e],"Peroxynitrite"
CE1401[e],"Homocysteine Thiolactone"
glucys[e],"Gamma-L-Glutamyl-L-Cysteine"
melatn[e],"Melatonin"
6hoxmelatn[e],"6-Hydroxymelatonin"
C10164[e],"Picolinic Acid"
C05767[e],"Uroporphyrin I"
ppbng[e],"Porphobilinogen"
12ppd_R[e],"(R)-Propane-1,2-Diol"
ametam[e],"S-Adenosylmethioninamine"
xylu_L[e],"L-Xylulose"
xylu_D[e],"D-Xylulose"
CE0737[e],"Malonic Dialdehyde"
sphings[e],"Sphingosine"
im4ac[e],"Imidazol-4-Ylacetate"
aact[e],"Ammonioacetone"
sphgn[e],"Sphinganine"
C13856[e],"2-Arachidonoylglycerol"
prist[e],"Pristanic Acid"
CE2049[e],"12,13-Hydroxyoctadec-9(Z)-Enoate"
CE2047[e],"9,10-Hydroxyoctadec-12(Z)-Enoate"
fdp[e],"D-Fructose 1,6-Bisphosphate"
coke[e],"Cocaine"
coke[c],"Cocaine"
5a2opntn[e],"5-Amino-2-Oxopentanoic Acid"
5a2opntn[c],"5-Amino-2-Oxopentanoic Acid"
arg_D[c],"D-Arginine"
arg_D[e],"D-Arginine"
dopa4sf[c],"Dopamine 4-O-Sulphate"
dopa4glcur[c],"Dopamine-4-O-Glucuronide"
dopa3glcur[c],"Dopamine-3-O-Glucuronide"
34dhpe[c],"3,4-Dihydroxyphenylethanol"
dopa4sf[e],"Dopamine 4-O-Sulphate"
dopa4glcur[e],"Dopamine-4-O-Glucuronide"
dopa3glcur[e],"Dopamine-3-O-Glucuronide"
CE5026[e],"5-S-Glutathionyl-L-Dopa"
5cysgly34dhphe[e],"5-S-Cysteinylglycine Dopa"
CE1261[e],"5-S-Cysteinyldopa"
6hddopaqn[c],"6-Hydroxydopamine-Quinone"
5cysdopa[c],"5-S-Cysteinyldopamine"
23dh1i56dio[c],"2,3-Dihydro-1H-Indole-5,6-Dione"
4glu56dihdind[c],"4-S-Glutathionyl-5,6-Dihydroxyindoline"
ind56qn[c],"Indole-5,6-Quinone"
4glu56dihdind[e],"4-S-Glutathionyl-5,6-Dihydroxyindoline"
5cysdopa[e],"5-S-Cysteinyldopamine"
CE5025[e],"5-S-Glutathionyl-Dopamine"
CE2172[e],"6,7-Dihydroxy-1,2,3,4-Tetrahydroisoquinoline"
CE5629[e],"1,2-Dehydrosalsolinol"
Rtotal[r],"R Total"
dhcrm_hs[r],"Dihydroceramide"
Rtotal[g],"R Total"
sphings[g],"Sphingosine"
sphgn[g],"Sphinganine"
dhcrm_hs[g],"Dihydroceramide"
phcrm_hs[g],"Phytoceramide"
phsphings[g],"Phytosphingosine"
phcrm_hs[r],"Phytoceramide"
phsphings[r],"Phytosphingosine"
galgluside_hs[e],"Galactosyl Glucosyl Ceramide"
gluside_hs[e],"D-Glucosyl-N-Acylsphingosine"
gm2_hs[l],"N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion"
gm1_hs[l],"Ganglioside Gm1"
ga2_hs[l],"Gibberellin A2"
ga1_hs[l],"Gibberellin A1"
gd2_hs[l],"GalNac-Beta1->4(Neuac-Alpha2->8Neuac2->3)Gal-Beta1->4Glc-Beta1->1'Cer"
gd1b_hs[l],"Gd1B"
phcrm_hs[c],"Phytoceramide"
gd3_hs[e],"Gd3"
gm3_hs[e],"Alpha-N-Acetylneuraminosyl-(2->3)-Beta-D-Galactosyl-(1->4)-Beta-D-Glucosylceramide"
ga1_hs[e],"Gibberellin A1"
gd3_hs[l],"Gd3"
thcrm_hs[l],"Trihexosyl Ceramide"
gm1_hs[e],"Ganglioside Gm1"
gm2_hs[e],"N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion"
gm3_hs[l],"Alpha-N-Acetylneuraminosyl-(2->3)-Beta-D-Galactosyl-(1->4)-Beta-D-Glucosylceramide"
gm1_hs[c],"Ganglioside Gm1"
gd1a_hs[c],"N-Acetylneuraminosyl-D-Galactosyl-N-Acetyl-D-Galactosaminyl-(N-Acetylneuraminosyl)-D-Galactosyl-D-Glucosylceramide Dianion"
gd1b_hs[c],"Gd1B"
gt1b_hs[c],"Gt1B"
ga1_hs[c],"Gibberellin A1"
ga2_hs[c],"Gibberellin A2"
gm2_hs[c],"N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion"
gm1b_hs[e],"Gm1B"
gd1a_hs[e],"N-Acetylneuraminosyl-D-Galactosyl-N-Acetyl-D-Galactosaminyl-(N-Acetylneuraminosyl)-D-Galactosyl-D-Glucosylceramide Dianion"
gd1b_hs[e],"Gd1B"
gt1b_hs[e],"Gt1B"
gd2_hs[e],"GalNac-Beta1->4(Neuac-Alpha2->8Neuac2->3)Gal-Beta1->4Glc-Beta1->1'Cer"
gm1_hs[n],"Ganglioside Gm1"
gd1a_hs[n],"N-Acetylneuraminosyl-D-Galactosyl-N-Acetyl-D-Galactosaminyl-(N-Acetylneuraminosyl)-D-Galactosyl-D-Glucosylceramide Dianion"
dag_hs[g],"Diglyceride"
pchol_hs[n],"Phosphatidylcholine"
sphmyln_hs[n],"Sphingomyelin "
phsphings[c],"Phytosphingosine"
phsph1p[c],"Phytosphingosine-1-Phosphate"
sphings[n],"Sphingosine"
sphs1p[n],"Sphingosine 1-Phosphate"
sphgn[n],"Sphinganine"
sph1p[n],"(2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate"
cholp[n],"Choline Phosphate"
cmpacna[e],"Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate"
gda1_hs[n],"Gda1 Hs"
hhxdcal[c],"2-Hydroxyhexadecanal"
34dhpe[e],"3,4-Dihydroxyphenylethanol"
gd3_hs[m],"Gd3"
15HPET[x],"15S-Hydroperoxyeicosatetraenoate"
M02956[e],"Tags-Chylomicron-Pool"
M00234[e],"1,2-Diacylglycerol-Chylomicron-Pool"
M01807[e],"Fatty-Acid-Chylomicron-Pool"
M00503[e],"Monoacylglycerol-Chylomicron-Pool"
M00241[e],"1,2-Diacylglycerol-VLDL-Pool"
M01820[e],"Fatty-Acid-VLDL-Pool"
M00510[e],"1-Acylglycerol-VLDL-Pool"
M00003[e],"10Z-Heptadecenoic Acid"
M00008[e],"11Z,14Z-Eicosadienoic Acid"
M00010[e],"11Z,14Z,17Z-Eicosatrienoic Acid"
M00017[e],"13Z-Eicosenoic Acid"
M00019[e],"13Z-Octadecenoic Acid"
M00021[e],"13Z,16Z-Docosadienoic Acid"
M00115[e],"7Z-Octadecenoic Acid"
M00117[e],"7Z-Tetradecenoic Acid"
M00260[e],"10Z,13Z,16Z,19Z-Docosatetraenoic Acid"
M00265[e],"10Z,13Z,16Z-Docosatriynoic Acid"
M00315[e],"12Z,15Z,18Z,21Z-Tetracosatetraenoic Acid"
M00341[e],"13Z,16Z,19Z-Docosatrienoic Acid"
M01197[e],"7Z-Hexadecenoic Acid"
M01207[e],"8Z,11Z-Eicosadienoic Acid"
M01235[e],"9Z-Eicosenoic Acid"
M01238[e],"9Z-Heptadecenoic Acid"
M01582[e],"11Z-Docosenoic Acid"
M02053[e],"Heneicosanoic Acid"
M02457[e],"5Z,8Z,11Z-Eicosatrienoic Acid"
M02613[e],"Nonadecanoic Acid"
M02745[e],"5Z-Tetradecenoic Acid"
M03045[e],"Tricosanoic Acid"
M03051[e],"Tridecanoic Acid"
M03153[e],"17Z-Hexacosenoic Acid"
M02560[e],"Nefa-Blood-Pool-In"
M02561[e],"Nefa-Blood-Pool-Out"
C01601[e],"Nonanoic Acid"
M02909[e],"Smcfa-Blood-Pool"
M02108[e],"Heptylic Acid"
M03117[e],"Undecylic Acid"
M03134[e],"Valeric Acid"
xolest2_hs[l],"Cholesterol Ester"
xolest2_hs[r],"Cholesterol Ester"
M03134[c],"Valeric Acid"
M02694[c],"Pentanoyl Coenzyme A"
M02694[m],"Pentanoyl Coenzyme A"
M02108[c],"Heptylic Acid"
M02107[c],"Heptanoyl Coenzyme A"
M02107[m],"Heptanoyl Coenzyme A"
M02616[c],"Nonanoyl Coenzyme A"
M02616[m],"Nonanoyl Coenzyme A"
M03117[c],"Undecylic Acid"
M03116[c],"Undecanoyl Coenzyme A"
M03116[m],"Undecanoyl Coenzyme A"
M03051[c],"Tridecanoic Acid"
M03050[c],"Tridecanoyl Coenzyme A"
M00129[c],"9E-Tetradecenoyl Coenzyme A"
M00117[c],"7Z-Tetradecenoic Acid"
HC10784[c],"Cis-Myrist-7-Enoyl Coenzyme A"
M02745[c],"5Z-Tetradecenoic Acid"
M01141[c],"5Z-Tetradecenoyl Coenzyme A"
M01197[c],"7Z-Hexadecenoic Acid"
M01191[c],"7Z-Hexadecenoyl Coenzyme A"
M00003[c],"10Z-Heptadecenoic Acid"
M00004[c],"10Z-Heptadecenoyl Coenzyme A"
M01238[c],"9Z-Heptadecenoic Acid"
M01237[c],"9Z-Heptadecenoyl Coenzyme A"
M00019[c],"13Z-Octadecenoic Acid"
M00020[c],"13Z-Octadecenoyl Coenzyme A"
vacccoa[c],"11Z-Octadecenoyl Coenzyme A"
M00127[c],"9E-Octadecenoic Acid"
M00115[c],"7Z-Octadecenoic Acid"
M00116[c],"7Z-Octadecenoyl Coenzyme A"
M02613[c],"Nonadecanoic Acid"
M02612[c],"Nonadecanoyl Coenzyme A"
M00017[c],"13Z-Eicosenoic Acid"
M00018[c],"13Z-Eicosenoyl Coenzyme A"
M01235[c],"9Z-Eicosenoic Acid"
M01236[c],"9Z-Eicosenoyl Coenzyme A"
M01207[c],"8Z,11Z-Eicosadienoic Acid"
M00123[c],"8Z,11Z-Eicosadienoyl Coenzyme A"
M02457[c],"5Z,8Z,11Z-Eicosatrienoic Acid"
M00101[c],"5Z,8Z,11Z-Eicosatrienoyl Coenzyme A"
M02053[c],"Heneicosanoic Acid"
M02052[c],"Heneicosanoyl Coenzyme A"
M01582[c],"11Z-Docosenoic Acid"
M00006[c],"11Z-Docosenoyl Coenzyme A"
M03045[c],"Tricosanoic Acid"
M03047[c],"Tricosanoyl Coenzyme A"
M03153[c],"17Z-Hexacosenoic Acid"
M02112[c],"17Z-Hexacosenoyl Coenzyme A"
M00010[c],"11Z,14Z,17Z-Eicosatrienoic Acid"
M00012[c],"11Z,14Z,17Z-Eicosatrienoyl Coenzyme A"
M00341[c],"13Z,16Z,19Z-Docosatrienoic Acid"
M00343[c],"13Z,16Z,19Z-Docosatrienoyl Coenzyme A"
M00260[c],"10Z,13Z,16Z,19Z-Docosatetraenoic Acid"
M00315[c],"12Z,15Z,18Z,21Z-Tetracosatetraenoic Acid"
M00008[c],"11Z,14Z-Eicosadienoic Acid"
M00021[c],"13Z,16Z-Docosadienoic Acid"
M00023[c],"13Z,16Z-Docosadienoyl Coenzyme A"
M00265[c],"10Z,13Z,16Z-Docosatriynoic Acid"
HC02048[c],"Acyl Coenzyme A-Ld-Sm-Pool"
HC02042[c],"1-Acylglycerol-3P-Ld-Sm-Pool"
clpn_hs[m],"Cardiolipin"
HC02050[c],"Phosphatidate-Ld-Pc-Pool"
HC02051[c],"Phosphatidate-Ld-Pe-Pool"
HC02054[c],"Phosphatidate-Ld-Sm-Pool"
HC02056[c],"1,2-Diacylglycerol-Ld-Pc-Pool"
HC02057[c],"1,2-Diacylglycerol-Ld-Pe-Pool"
HC02060[c],"1,2-Diacylglycerol-Ld-Sm-Pool"
M02686[c],"Pe-Nme-Ld-Pool"
M02758[c],"Phosphatidyl-N-Dimethylethanolamine"
HC02076[c],"1-Acylglycerol-Ld-Sm-Pool"
HC02070[c],"Fatty-Acid-Ld-Sm-Pool"
sphmyln_hs[r],"Sphingomyelin "
galgluside_hs[r],"Galactosyl Glucosyl Ceramide"
galgbside_hs[c],"Galactosylgloboside"
M02197[c],"N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide"
M02491[c],"Monosialylgalactosylgloboside"
M03131[c],"V3(Neuac)2-Gb5Cer ((Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1)"
gm1b_hs[c],"Gm1B"
gm3_hs[c],"Alpha-N-Acetylneuraminosyl-(2->3)-Beta-D-Galactosyl-(1->4)-Beta-D-Glucosylceramide"
M02012[l],"Gm2A"
M02013[l],"Gm2A:Gm2-Ganglioside"
gd2_hs[c],"GalNac-Beta1->4(Neuac-Alpha2->8Neuac2->3)Gal-Beta1->4Glc-Beta1->1'Cer"
acglcgalgluside_hs[c],"Lactotriaosylceramide"
galacglcgalgluside_hs[c],"D-Glucosylceramide"
M02195[c],"Fuc-alpha1->2Gal-beta1->3GlcNAc-beta1->3Gal-beta1->4Glc-beta1-1'Cer"
galfucgalacglcgalgluside_hs[c],"Gal-Alpha1->3(Fuc-Alpha1->2)Gal-Beta1->3GlcNac-Beta1->3LacCer"
acgalfucgalacglcgalgluside_hs[c],"Type Ia Glycolipid"
M02683[c],"Paragloboside"
acngal14acglcgalgluside_hs[c],"Alpha-N-Acetylneuraminyl-2,3-Beta-D-Galactosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-D-Glucosylceramide"
acglcgal14acglcgalgluside_hs[c],"N-Acetyl-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-Beta-D-Glucosylceramide"
galacglcgal14acglcgalgluside_hs[c],"Nlc6Cer"
acglcgalacglcgal14acglcgalgluside_hs[c],"(Gal)3 (Glc)1 (Glcnac)3 (Cer)1"
M02186[c],"Lactoisooctaosylceramide ((Gal)4 (Glc)1 (GlcNAc)3 (Cer)1)"
M02490[c],"Monofucosyllactoisooctaosylceramide"
M01881[c],"(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1"
5HPET[m],"5(S)-Hydroperoxyeicosatetraenoic Acid"
CE6246[c],"5,12-Dihydroxy-6,8,10,14-Eicosatetraenoic Acid"
arachd[n],"Arachidonate"
12HPET[r],"12-Hydroperoxyeicosa-5,8,10,14-tetraenoate"
gthox[r],"Glutathione Disulfide (Oxidized Glutathione)"
M01111[e],"5-L-Gamma-Glutamyl Amino Acid"
HC02217[r],"Prostaglandin-G2"
HC02180[r],"9S,11,15S-Trihydroxy-Thromboxa-5Z,13E-Dien-1-Oic Acid"
HC01118[c],"Presqualene Diphosphate"
Ssq23epx[c],"Squalene 2,3-Epoxide"
M00939[c],"4,4-Dimethyl-14Alpha-Hydroxymethyl-5Alpha-Cholesta-8,24-Dien-3Beta-Ol"
M00937[c],"4,4-Dimethyl-14Alpha-Formyl-5Alpha-Cholesta-8,24-Dien-3Beta-Ol"
44mzym[c],"14-Demethyllanosterol"
M00961[c],"4'-Hydroxymethyl-4'-Methyl-5'-Cholesta-8,24-Dien-3'-Ol"
M00957[c],"4'-Formyl-4'-Methyl-5'-Cholesta-8,24-Dien-3'-Ol"
4mzym_int1[c],"4Alpha-Methylzymosterol-4-Carboxylate"
4mzym_int2[c],"3-Keto-4-Methylzymosterol"
HC02110[c],"4Alpha-Methylzymosterol"
M00963[c],"4'-Hydroxymethyl-5'-Cholesta-8,24-Dien-3'-Ol"
M00959[c],"4'-Formyl-5'-Cholesta-8,24-Dien-3'-Ol"
M00955[c],"4'-Carboxy-5'-Cholesta-8,24-Dien-3'-Ol"
M01067[c],"5Alpha-Cholesta-8,24-Dien-3-One"
zymst[c],"Zymosterol"
chlstol[c],"5Alpha-Cholesta-7,24-Dien-3Beta-Ol"
M00940[c],"4,4-Dimethyl-14Alpha-Hydroxymethyl-5Alpha-Cholest-8-En-3Beta-Ol"
M00938[c],"4,4-Dimethyl-14Alpha-Formyl-5Alpha-Cholest-8-En-3Beta-Ol"
M00942[c],"4,4-Dimethyl-5Alpha-Cholesta-8,14-Dien-3Beta-Ol"
M00962[c],"4'-Hydroxymethyl-4'-Methyl-5'-Cholesta-8-En-3'-Ol"
M00958[c],"4'-Formyl-4'-Methyl-5'-Cholesta-8-En-3'-Ol"
M00954[c],"4'-Carboxy-4'-Methyl-5'-Cholesta-8-En-3'-Ol"
M00966[c],"4'-Methyl-5'-Cholesta-8-En-3-One"
M00967[c],"4'-Methyl-Cholesta-8-Enol"
M00964[c],"4Alpha-Hydroxymethyl-5Alpha-Cholesta-8-En-3Beta-Ol"
M00960[c],"4Alpha-Formyl-5Alpha-Cholesta-8-En-3Beta-Ol"
M00956[c],"4'-Carboxy-5'-Cholesta-8-En-3'-Ol"
M01068[c],"5Alpha-Cholest-8-En-3-One"
cholcoar[c],"(25R)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A"
cholcoas[m],"(25S)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A"
cholcoaone[m],"3A,7A,12A-Trihydroxy-5B-24-Oxocholestanoyl Coenzyme A"
HC01459[m],"(24R,25R)-3Alpha,7Alpha,12Alpha,24-Tetrahydroxy-5Beta-Cholestan-26-Oyl Coenzyme A"
M00978[c],"7Alpha,24-Dihydroxycholest-4-En-3-One"
M00976[c],"4-Cholesten-7',12',24-Triol-3-One"
M01081[c],"7Alpha,24-Dihydroxy-5Beta-Cholestan-3-One"
M01083[c],"7Alpha,24Alpha-Dihydroxy-5Beta-Cholestan-3-One"
M01077[c],"5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S)-Tetrol"
M01080[c],"5Beta-Cholestane-3Alpha,7Alpha,24-Triol"
M01077[m],"5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S)-Tetrol"
M01080[m],"5Beta-Cholestane-3Alpha,7Alpha,24-Triol"
M01076[m],"5Beta-Cholestan-3Alpha,7Alpha,12Alpha,24(S),27-Pentol"
M01079[m],"5Beta-Cholestane-3Alpha,7Alpha,24,26-Tetrol"
M00746[m],"3Alpha,7Alpha,12Alpha,24-Tetrahydroxy-5Beta-Cholestan-26-Al"
M00753[m],"3Alpha,7Alpha,24-Trihydroxy-5Beta-Cholestan-26-Al"
M02977[m],"TetraHCA"
M00742[m],"3,7,24THCA"
M02977[c],"TetraHCA"
M00742[c],"3,7,24THCA"
M00615[c],"25(R)Tetrahca Coenzyme A"
M00743[c],"3,7,24Thca Coenzyme A"
M00615[x],"25(R)Tetrahca Coenzyme A"
M00743[x],"3,7,24Thca Coenzyme A"
M00625[m],"27-Hydroxycholesterol"
M00625[c],"27-Hydroxycholesterol"
M00979[c],"7Alpha,26-Dihydroxycholest-4-En-3-One"
M00977[c],"7Alpha,12Alpha,26-Trihydroxycholest-4-En-3-One"
M01082[c],"5Beta-Cholestan-7Alpha,12Alpha,27-Triol-3-One"
M01084[c],"7Alpha,26-Dihydroxy-5Beta-Cholestan-3-One"
20ahchsterol[r],"20-Hydroxycholesterol"
M01989[c],"Glycodeoxycholic Acid"
M02155[c],"Hyodesoxycholic Acid"
M00606[m],"Cholest-5-En-3Beta,22R-Diol"
M00579[m],"Cholest-5-En-3Beta,20R,22R-Triol"
M00605[c],"21-Hydroxypregnenolone"
M00406[c],"17Alpha,21-Dihydroxypregnenolone"
M01075[c],"Androst-5-Ene-3,17-Dione"
M01075[r],"Androst-5-Ene-3,17-Dione"
M02760[c],"Pregn-5-Ene-3,20-Dione"
M02761[c],"Pregn-5-Ene-3,20-Dione-17-Ol"
M00603[c],"4-Pregnene-11Beta,17Alpha-Diol-3,20-Dione"
M00285[c],"11Beta-Hydroxyprogesterone"
M00429[m],"18-Hydroxycorticosterone"
hestratriol[l],"4-Hydroxyestradiol"
CE5253[l],"17Beta-Estradiol-3,4-Semiquinone"
3ohxccoa[c],"3-Oxohexacosyl Coenzyme A"
M00783[c],"3-Hydroxyhexacosanoyl Coenzyme A"
M00049[c],"(2E)-Hexacosenoyl Coenzyme A"
M00887[c],"3-Oxononadecanoyl Coenzyme A"
M00790[c],"3-Hydroxynonadecanoyl Coenzyme A"
M00054[c],"(2E)-Nonadecenoyl Coenzyme A"
M00873[c],"3-Oxoheneicosanoyl Coenzyme A"
M00778[c],"3-Hydroxyheneicosanoyl Coenzyme A"
M00044[c],"(2E)-Heneicosenoyl Coenzyme A"
M00907[c],"3-Oxotricosanoyl Coenzyme A"
M00802[c],"3-Hydroxytricosanoyl Coenzyme A"
M00067[c],"(2E)-Tricosenoyl Coenzyme A"
M00879[c],"3-Oxo-Hexacosenoyl Coenzyme A"
M00715[c],"3(S)-Hydroxy-Hexacosenoyl Coenzyme A"
M03016[c],"Trans,Cis-2,17-Hexacosadienoyl Coenzyme A"
M00843[c],"3-Oxo-13-Cis-Eicosenoyl Coenzyme A"
M00702[c],"3(S)-Hydroxy-13-Cis-Eicosenoyl Coenzyme A"
M03014[c],"Trans,Cis-2,13-Eicosadienoyl Coenzyme A"
M00852[c],"3-Oxo-9-Cis-Eicosenoyl Coenzyme A"
M00707[c],"3(S)-Hydroxy-9-Cis-Eicosenoyl Coenzyme A"
M03018[c],"Trans,Cis-2,9-Eicosadienoyl Coenzyme A"
M00839[c],"3-Oxo-11Cis-Docosenoyl Coenzyme A"
M00699[c],"3(S)-Hydroxy-11Cis-Docosenoyl Coenzyme A"
M03011[c],"Trans,Cis-2,11-Docosadienoyl Coenzyme A"
M00871[c],"3-Oxo-Eicosadienoyl Coenzyme A"
M00704[c],"3(S)-Hydroxy-3-Oxo-Eicosadienoyl Coenzyme A"
M03017[c],"Trans,Cis-2,8,11-Eicosatrienoyl Coenzyme A"
CE4791[c],"3(S)-Hydroxy-Dihomo-Gama-Linolenoyl Coenzyme A"
M00860[c],"3-Oxodocasa-Cis,Cis-13,16-Dienoyl Coenzyme A"
M00085[c],"(3S)-Hydroxy-Docasa-Cis,Cis-13,16-Dienoyl Coenzyme A"
M03008[c],"Trans,Cis,Cis-2,13,16-Docasatrienoyl Coenzyme A"
M00869[c],"3-Oxoeicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A"
M00086[c],"(3S)-Hydroxy-Eicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A"
M03005[c],"Trans,Cis,Cis,Cis-2,11,14,17-Eicosatetraenoyl Coenzyme A"
M00862[c],"3-Oxo-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A"
M00712[c],"3(S)-Hydroxy-Docosa-13,16,19-All-Cis-Trienoyl Coenzyme A"
