Rxn,Rxn_Name,Rule,Pathway,Formula
PCHOLEIC_HSt1e,"Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14), Vescicular",,"Transport, extracellular","1-Eicosadienoylglycerophosphocholine (Delta 11,14)  -> 1-Eicosadienoylglycerophosphocholine (Delta 11,14) "
PCHOLET_HSt1e,"Transport of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17), Vescicular",,"Transport, extracellular","1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)  -> 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17) "
PCHOLHEP_HSt1e,"Transport of 1-Heptadecanoylglycerophosphocholine, Vescicular",,"Transport, extracellular","1-Heptadecanoylglycerophosphocholine  -> 1-Heptadecanoylglycerophosphocholine "
PCHOLLINL_HSt1e,"Transport of 1-Linoleoylglycerophosphocholine (Delta 9, 12), Vescicular",,"Transport, extracellular","1-Linoleoylglycerophosphocholine (Delta 9,12)  -> 1-Linoleoylglycerophosphocholine (Delta 9,12) "
PCHOLMYR_Hst1e,"Transport of 1-Myristoylglycerophosphocholine, Vescicular",,"Transport, extracellular","1-Myristoylglycerophosphocholine  -> 1-Myristoylglycerophosphocholine "
PCHOLN15_HSt1e,"Transport of 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0), Vescicular",,"Transport, extracellular","1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)  -> 1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0) "
PCHOLN183_HSt1e,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15), Vescicular",,"Transport, extracellular","1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)  -> 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15) "
PCHOLN1836_HSt1e,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12), Vescicular",,"Transport, extracellular","1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)  -> 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12) "
PCHOLN19_HSt1e,"Transport of 1-NoNADecanoylglycerophosphocholine, Sn1-Lpc (19:0), Vescicular",,"Transport, extracellular","1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)  -> 1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0) "
PCHOLN201_HSt1e,"Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1), Vescicular",,"Transport, extracellular","1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)  -> 1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1) "
PCHOLN203_HSt1e,"Transport of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3, Vescicular",,"Transport, extracellular","1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3  -> 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3 "
PCHOLN204_HSt1e,"Transport of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4), Vescicular",,"Transport, extracellular","1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)  -> 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4) "
PCHOLN205_HSt1e,"Transport of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5), Vescicular",,"Transport, extracellular","1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)  -> 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5) "
PCHOLN224_HSt1e,"Transport of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4), Vescicular",,"Transport, extracellular","1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)  -> 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4) "
PCHOLN225_HSt1e,"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3, Vescicular",,"Transport, extracellular","1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3  -> 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3 "
PCHOLN2254_HSt1e,"Transport of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6, Vescicular",,"Transport, extracellular","1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6  -> 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6 "
PCHLN225_HSt1e,"Transport of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6), Vescicular",,"Transport, extracellular","1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)  -> 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6) "
PCHOLN264_HSt1e,"Transport of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24, Vescicular",,"Transport, extracellular","1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24  -> 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24 "
PCHOLOLE_HSt1e,"Transport of 1-Oleoylglycerophosphocholine (Delta 9), Vescicular",,"Transport, extracellular","1-Oleoylglycerophosphocholine (Delta 9)  -> 1-Oleoylglycerophosphocholine (Delta 9) "
PEPALM_HSt1e,"Transport of 1-Palmitoylglycerophosphocholine, Vescicular",,"Transport, extracellular","1-Palmitoylglycerophosphocholine  -> 1-Palmitoylglycerophosphocholine "
PCHOLPALME-HSt1e,"Transport of 1-Palmitoleoylglycerophosphocholine (Delta 9), Vescicular",,"Transport, extracellular","1-Palmitoleoylglycerophosphocholine (Delta 9)  -> 1-Palmitoleoylglycerophosphocholine (Delta 9) "
PCHOLSTE_HSt1e,"Transport of 1-Stearoylglycerophosphocholine, Vescicular",,"Transport, extracellular","1-Stearoylglycerophosphocholine  -> 1-Stearoylglycerophosphocholine "
PE12_HSt1e,"Transport of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe), Vescicular",,"Transport, extracellular","1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)  -> 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe) "
Pe13_HSt1e,"Transport of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe), Vescicular",,"Transport, extracellular","1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)  -> 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe) "
PE14_HSt1e,"Transport of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe), Vescicular",,"Transport, extracellular","1-Myristoylglycerophosphoethanolamine (C14:0 Pe)  -> 1-Myristoylglycerophosphoethanolamine (C14:0 Pe) "
PE15_HSt1e,"Transport of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe), Vescicular",,"Transport, extracellular","1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)  -> 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe) "
PE161_HSt1e,"Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9), Vescicular",,"Transport, extracellular","1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)  -> 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9) "
PE17_HSt1e,"Transport of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe), Vescicular",,"Transport, extracellular","1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)  -> 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe) "
PE203_HSt1e,"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3), Vescicular",,"Transport, extracellular","1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)  -> 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3) "
PE226_HSt1e,"Transport of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6), Vescicular",,"Transport, extracellular","1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)  -> 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6) "
PE2LINL_HSt1e,"Transport of 2-Linoleoylglycerophosphoethanolamine, Vescicular",,"Transport, extracellular","2-Linoleoylglycerophosphoethanolamine  -> 2-Linoleoylglycerophosphoethanolamine "
PEAR_HSt1e,"Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine, Vescicular",,"Transport, extracellular","1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine  -> 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine "
PEDH203_HSt1e,"Transport of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14), Vescicular",,"Transport, extracellular","1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)  -> 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14) "
PELINL_HSt1e,"Transport of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12), Vescicular",,"Transport, extracellular","1-Linoleoylglycerophosphoethanolamine (Delta 9,12)  -> 1-Linoleoylglycerophosphoethanolamine (Delta 9,12) "
PEOLE_HSt1e,"Transport of 1-Oleoylglycerophosphoethanolamine (Delta 9), Vescicular",,"Transport, extracellular","1-Oleoylglycerophosphoethanolamine (Delta 9)  -> 1-Oleoylglycerophosphoethanolamine (Delta 9) "
PELPALM_HSt1e,"Transport of 1-Palmitoylglycerophosphoethanolamine, Vescicular",,"Transport, extracellular","1-Palmitoylglycerophosphoethanolamine  -> 1-Palmitoylglycerophosphoethanolamine "
PESTE_HSt1e,"Transport of 1-Stearoylglycerophosphoethanolamine, Vescicular",,"Transport, extracellular","1-Stearoylglycerophosphoethanolamine  -> 1-Stearoylglycerophosphoethanolamine "
SPHMYLN_HsATPte,"Extracellular Transport of Sphingomyeline, Active Transport",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sphingomyelin   -> Proton + Adenosine Diphosphate + Orthophosphate + Sphingomyelin  "
SPHMYLN180241_hs_ATPt,"Transport of Sphingomyelin (D18:0/24:1), Active Transport",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:0/24:1), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:0/24:1), Sphingomyelin "
SPHMYLN18114_hs_ATPt,"Transport of Sphingomyelin (D18:1/14:0), Active Transport",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/14:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/14:0), Sphingomyelin "
SPHMYLN18115_hs_ATPt,"Transport of Sphingomyelin (D18:1/15:0), Active Transport",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/15:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/15:0), Sphingomyelin "
SPHMYLN18116_hs_ATPt,"Transport of Sphingomyelin (D18:1/16:0), Active Transport",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/16:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/16:0), Sphingomyelin "
SPHMYLN181161_hs_ATPt,"Transport of Sphingomyelin (D18:1/16:1), Active Transport",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/16:1), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/16:1), Sphingomyelin "
SPHMYLN18117_hs_ATPt,"Transport of Sphingomyelin (D18:1/17:0), Active",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/17:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/17:0), Sphingomyelin "
SPHMYLN18118_hs_ATPt,"Transport of Sphingomyelin (D18:1/18:0), Active",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/18:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/18:0), Sphingomyelin "
SPHMYLN181181_hs_ATPt,"Transport of Sphingomyelin (D18:1/18:1), Active",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/18:1), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/18:1), Sphingomyelin "
SPHMYLN18120_hs_ATPt,"Transport of Sphingomyelin (D18:1/20:0), Active",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/20:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/20:0), Sphingomyelin "
SPHMYLN181201_hs_ATPt,"Transport of Sphingomyelin (D18:1/20:1), Active",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/20:1), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/20:1), Sphingomyelin "
SPHMYLN18121_hs_ATPt,"Transport of Sphingomyelin (D18:1/21:0), Active",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/21:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/21:0), Sphingomyelin "
SPHMYLN18122_hs_ATPt,"Transport of Sphingomyelin (D18:1/22:0), Active Transport",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/22:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/22:0), Sphingomyelin "
SPHMYLN181221_hs_ATPt,"Transport of Sphingomyelin (D18:1/22:1), Active",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/22:1), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/22:1), Sphingomyelin "
SPHMYLN18123_hs_ATPt,"Transport of Sphingomyelin (D18:1/23:0), Active",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:1/23:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:1/23:0), Sphingomyelin "
SPHMYLN1824_hs_ATPt,"Transport of Sphingomyelin (D18:0/24:0), Active Transport",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:0/24:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:0/24:0), Sphingomyelin "
SPHMYLN1825_hs_ATPt,"Transport of Sphingomyelin (D18:0/25:0), Active Transport",ABCB1 | ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + Sm (D18:0/25:0), Sphingomyelin  -> Proton + Adenosine Diphosphate + Orthophosphate + Sm (D18:0/25:0), Sphingomyelin "
2HYDOGOAT3t,"Transport of 2-Hydroxy-Glutarate, Extracellular, Antiport",SLC22A8,"Transport, extracellular","2-Oxoglutarate + 2-Hydroxy-Glutarate  <=> 2-Oxoglutarate + 2-Hydroxy-Glutarate "
2HYDOGte,"Transport of 2-Hydroxy-Glutarate, Extracellular",,"Transport, extracellular","2-Hydroxy-Glutarate  -> 2-Hydroxy-Glutarate "
GLUTAROAT3t,"Transport of Glutarate, Extracellular, Antiport",SLC22A8,"Transport, extracellular","2-Oxoglutarate + Glutarate  <=> 2-Oxoglutarate + Glutarate "
GLUTARte,"Transport of Glutarate, Extracellular",,"Transport, extracellular","Glutarate  -> Glutarate "
THEXDDm,"Hydrolysis of Trans7, 10-Hexadecadienoylcoa to 7Z, 10Z-Hexadecadienoic Acid",ACOT2 | ACOT7 | ACOT8 | ACOT13,"Fatty acid oxidation","Water + Trans7,10-Hexadecadienoyl Coenzyme A  -> Proton + Coenzyme A + 7Z,10Z-Hexadecadienoic Acid "
THEXDDtm,"Transport of 7Z, 10Z-Hexadecadienoic Acid into Cytosol",UCP1,"Transport, mitochondrial","Proton + 7Z,10Z-Hexadecadienoic Acid  -> Proton + 7Z,10Z-Hexadecadienoic Acid "
THEXDDte,"Transport of 7Z, 10Z-Hexadecadienoic Acid into Extracellular Space",,"Transport, extracellular","Water + Adenosine Triphosphate + 7Z,10Z-Hexadecadienoic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + 7Z,10Z-Hexadecadienoic Acid "
EX_thexdd[e],"Exchange of 7Z, 10Z-Hexadecadienoic Acid",,"Exchange/demand reaction","7Z,10Z-Hexadecadienoic Acid  <=> "
HEXDTRm,"Hydrolysis of 7, 10, 13-Hexadecatrienoylcoa to 7, 10, 13-Hexadecatrienoic Acid",ACOT2 | ACOT7 | ACOT8 | ACOT13,"Fatty acid oxidation","Water + 7,10,13-Hexadecatrienoyl Coenzyme A  -> Proton + Coenzyme A + (Z,Z,Z)-7,10,13-Hexadecatrienoic Acid "
HEXDTRtm,"Transport of 7, 10, 13-Hexadecatrienoic Acid into Cytosol",UCP1,"Transport, mitochondrial","Proton + (Z,Z,Z)-7,10,13-Hexadecatrienoic Acid  -> Proton + (Z,Z,Z)-7,10,13-Hexadecatrienoic Acid "
HEXDTRte,"Transport of 7, 10, 13-Hexadecatrienoic Acid into Extracellular Space",,"Transport, extracellular","Water + Adenosine Triphosphate + (Z,Z,Z)-7,10,13-Hexadecatrienoic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + (Z,Z,Z)-7,10,13-Hexadecatrienoic Acid "
EX_hexdtr[e],"Exchange of 7, 10, 13-Hexadecatrienoic Acid",,"Exchange/demand reaction","(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid  <=> "
HPDECECOAm,"Dehydrogenation of Heptadecanoyl Coa",ACADL,"Fatty acid oxidation","Flavin Adenine Dinucleotide Oxidized + Heptadecanoyl Coenzyme A  -> Flavin Adenine Dinucleotide Reduced + Trans-Delta-2-Heptadecanoyl Coenzyme A "
HPDECEm,"Hydrolysis of Heptadecenoyl Coa",ACOT2 | ACOT7 | ACOT8 | ACOT13,"Fatty acid oxidation","Water + Trans-Delta-2-Heptadecanoyl Coenzyme A  -> Proton + Coenzyme A + Trans-Delta-2-Heptadecanoic Acid "
HPDECEtm,"Transport of Trans-Delta-2-Heptadecanoic Acid, Mitochondrial",UCP1,"Transport, mitochondrial","Proton + Trans-Delta-2-Heptadecanoic Acid  -> Proton + Trans-Delta-2-Heptadecanoic Acid "
HPDECEte,"Transport of Trans-Delta-2-Heptadecanoic Acid, Extracellular",,"Transport, extracellular","Water + Adenosine Triphosphate + Trans-Delta-2-Heptadecanoic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + Trans-Delta-2-Heptadecanoic Acid "
EX_hpdece[e],"Exchange of Trans-Delta-2-Heptadecanoic Acid",,"Exchange/demand reaction","Trans-Delta-2-Heptadecanoic Acid  <=> "
EIC21114TRc,"Hydrolysis of Trans, Cis, Cis-2, 11, 14-Eicosatrienoyl Coenzyme A to Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid",ACOT1 | ACOT7 | ACOT11 | ACOT13,"Fatty acid oxidation","Water + Trans,Cis,Cis-2,11,14-Eicosatrienoyl Coenzyme A  -> Proton + Coenzyme A + Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid "
EIC21114TRte,"Transport of Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid",,"Transport, extracellular","Water + Adenosine Triphosphate + Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid "
EX_eic21114tr[e],"Exchange of Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid",,"Exchange/demand reaction","Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid  <=> "
5EIPENCm,"Hydrolysis of 5, 8, 11, 14, 17-Eicosapentenoylcoa to 5, 8, 11, 14, 17-Eicosapentenoic Acid",ACOT2 | ACOT7 | ACOT8 | ACOT13,"Fatty acid oxidation","Water + 5,8,11,14,17-Eicosapentenoyl Coenzyme A  -> Proton + Coenzyme A + 5,8,11,14,17-Eicosapentenoic Acid "
5EIPENCtm,"Transport of 5, 8, 11, 14, 17-Eicosapentenoic Acid, Mitochondrial",UCP1,"Transport, mitochondrial","Proton + 5,8,11,14,17-Eicosapentenoic Acid  -> Proton + 5,8,11,14,17-Eicosapentenoic Acid "
5EIPENCte,"Transport of 5, 8, 11, 14, 17-Eicosapentenoic Acid, Extracellular Space",,"Transport, extracellular","Water + Adenosine Triphosphate + 5,8,11,14,17-Eicosapentenoic Acid  -> Proton + Adenosine Diphosphate + Orthophosphate + 5,8,11,14,17-Eicosapentenoic Acid "
EX_5eipenc[e],"Exchange of 5, 8, 11, 14, 17-Eicosapentenoic Acid",,"Exchange/demand reaction","5,8,11,14,17-Eicosapentenoic Acid  <=> "
T4HCINNMte,"Transport of Trans-4-Coumarate, Extracellular",SLC22A11,"Transport, extracellular","Trans-4-Coumarate + Hydroxide Ion  <=> Hydroxide Ion + Trans-4-Coumarate "
AGRMte,"Transport of Agmatinium into Extracellular Space",SLC22A2,"Transport, extracellular","Agmatine  <=> Agmatine "
ANDRSTNDNte,"Transport of Androst-4-Ene-3, 17-Dione, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + Androst-4-Ene-3,17-Dione  -> Proton + Adenosine Diphosphate + Orthophosphate + Androst-4-Ene-3,17-Dione "
EANDRSTRNte,"Transport of 16Alpha-Hydroxydehydroepiandrosterone, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 16Alpha-Hydroxydehydroepiandrosterone  -> Proton + Adenosine Diphosphate + Orthophosphate + 16Alpha-Hydroxydehydroepiandrosterone "
AHANDROSTANte,"Transport of 3Alpha-Hydroxy-5Beta-Androstan-17-One, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 3Alpha-Hydroxy-5Beta-Androstan-17-One  -> Proton + Adenosine Diphosphate + Orthophosphate + 3Alpha-Hydroxy-5Beta-Androstan-17-One "
ANDRSTANDRte,"Transport of 5Alpha-Androstane-3, 17-Dione, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 5Alpha-Androstane-3,17-Dione  -> Proton + Adenosine Diphosphate + Orthophosphate + 5Alpha-Androstane-3,17-Dione "
CE2209te,"Transport of 5Alpha-Androstane-3Alpha, 17Beta-Diol, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 5Alpha-Androstane-3Alpha,17Beta-Diol  -> Proton + Adenosine Diphosphate + Orthophosphate + 5Alpha-Androstane-3Alpha,17Beta-Diol "
C05301te,"Transport of 2-Hydroxyestradiol-17Beta, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 2-Hydroxyestradiol  -> Proton + Adenosine Diphosphate + Orthophosphate + 2-Hydroxyestradiol "
C05299te,"Transport of 2-Methoxyestrone, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 2-Methoxyestrone  -> Proton + Adenosine Diphosphate + Orthophosphate + 2-Methoxyestrone "
C05302te,"Transport of 2-Methoxyestradiol-17Beta, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 2-Methoxyestradiol-17Beta  -> Proton + Adenosine Diphosphate + Orthophosphate + 2-Methoxyestradiol-17Beta "
CE5072te,"Transport of 21-Hydroxyallopregnanolone, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 21-Hydroxyallopregnanolone  -> Proton + Adenosine Diphosphate + Orthophosphate + 21-Hydroxyallopregnanolone "
11DOCRTSLte,"Transport of 11-Deoxycortisol, Extracellular",ABCB1,"Transport, extracellular","11-Deoxycortisol + Water + Adenosine Triphosphate  -> Proton + Adenosine Diphosphate + Orthophosphate + 11-Deoxycortisol "
11DOCRTSTRNte,"Transport of 11-Deoxycorticosterone, Extracellular",ABCB1,"Transport, extracellular","11-Deoxycorticosterone + Water + Adenosine Triphosphate  -> Proton + Adenosine Diphosphate + Orthophosphate + 11-Deoxycorticosterone "
PRGNLONEte,"Transport of Pregnenolone, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + Pregnenolone  -> Proton + Adenosine Diphosphate + Orthophosphate + Pregnenolone "
CE2211te,"Transport of Allopregnanolone, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + Allopregnanolone  -> Proton + Adenosine Diphosphate + Orthophosphate + Allopregnanolone "
17AHPRGSTRNte,"Transport of 17Alpha-Hydroxyprogesterone, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 17Alpha-Hydroxyprogesterone  -> Proton + Adenosine Diphosphate + Orthophosphate + 17Alpha-Hydroxyprogesterone "
17AHPRGNLONEte,"Transport of 17Alpha-Hydroxypregnenolone, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 17Alpha-Hydroxypregnenolone  -> Proton + Adenosine Diphosphate + Orthophosphate + 17Alpha-Hydroxypregnenolone "
C03681te,"Transport of 5Alpha-Pregnane-3, 20-Dione, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 5Alpha-Pregnane-3,20-Dione  -> Proton + Adenosine Diphosphate + Orthophosphate + 5Alpha-Pregnane-3,20-Dione "
PRGNLONESte,"Transport of Pregnenolone Sulfate, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + Pregnenolone Sulfate  -> Proton + Adenosine Diphosphate + Orthophosphate + Pregnenolone Sulfate "
CE1352te,"Transport of 17Alpha-Hydroxypregnenolone Sulfate, Extracellular",ABCB1,"Transport, extracellular","Water + Adenosine Triphosphate + 17Alpha-Hydroxypregnenolone Sulfate  -> Proton + Adenosine Diphosphate + Orthophosphate + 17Alpha-Hydroxypregnenolone Sulfate "
MMAt2e,"Facilitated Diffusion via Aquaporin into Extracellular Space",AQP8,"Transport, extracellular","Methylammonium  <=> Methylammonium "
C05769te,"Transport by Atb Binding Cassette Transporter ABCc2 into Extracellular Space",ABCC2,"Transport, extracellular","Water + Adenosine Triphosphate + Coproporphyrin I  -> Proton + Adenosine Diphosphate + Orthophosphate + Coproporphyrin I "
SAMHISTAe,"S-Adenosyl-L-Methionine:Histamine N-Tele-Methyltransferase, Extracellular",HNMT,"Transport, extracellular","Histamine + S-Adenosyl-L-Methionine  -> Proton + S-Adenosyl-L-Homocysteine + N(Tele)-Methylhistaminium "
CE2006te,"Transport (ATP-Dependent) into Extracellular Space",ABCC1,"Transport, extracellular","Water + Adenosine Triphosphate + 4-Hydroxy-2-Nonenal  -> Proton + Adenosine Diphosphate + Orthophosphate + 4-Hydroxy-2-Nonenal "
