Rxn,min_AST,max_AST,min_GBM,max_GBM,min_ODG,max_ODG,Formula
r0383,0,319.81703071761,0,0.00128798190856827,0,2.97774435580322e-05,"Proton + Pyruvate + Lipoamide  -> Carbon Dioxide + S-Acetyldihydrolipoamide "
r0391,NaN,NaN,0,9.49699871455323e-06,NaN,NaN,"Diphosphate + Nicotinate D-Ribonucleotide  <=> Proton + Nicotinate + 5-Phospho-Alpha-D-Ribose 1-Diphosphate "
r0392,-547.647730846624,-49.432168692743,-76.3290512407282,-56.8678156892764,-0.00011642922277133,0,"Water + Nicotinamide Adenine Dinucleotide + D-Glyceraldehyde  <=> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + D-Glycerate "
r0393,0,3.05375810683017e-06,0,9.18369351943227e-06,0,9.20656725611479e-06,"Water + Nicotinamide Adenine Dinucleotide + D-Glyceraldehyde  -> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + D-Glycerate "
r0398,0,174.779422336483,0,0.000184878584292392,0,8.85754981396758e-05,"Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + 6,7-Dihydrobiopterin  -> Nicotinamide Adenine Dinucleotide Phosphate + 5,6,7,8-Tetrahydrobiopterin "
r0399,0,174.779422336483,NaN,NaN,NaN,NaN,"Oxygen + 5,6,7,8-Tetrahydrobiopterin + L-Phenylalanine  -> Water + 6,7-Dihydrobiopterin + L-Tyrosine "
r0407,-877.572927222421,415.168688288267,-672.3509315826,308.842733261922,-748.271474238545,456.257574937262,"Sedoheptulose 1,7-Bisphosphate  <=> Dihydroxyacetone Phosphate + D-Erythrose 4-Phosphate "
r0408,-1000,1000,-1000,1000,-1000,1000,"Adenosine Triphosphate + Sedoheptulose 7-Phosphate  <=> Proton + Adenosine Diphosphate + Sedoheptulose 1,7-Bisphosphate "
r0409,-1000,1000,-1000,1000,-1000,1000,"Uridine-5'-TrIphosphate + Sedoheptulose 7-Phosphate  <=> Proton + Uridine Diphosphate + Sedoheptulose 1,7-Bisphosphate "
r0413,999.999996946242,1000,999.999990719609,1000,999.999985204385,1000,"Proton + Phosphoenolpyruvate + Deoxyguanosine-5'-Diphosphate  -> Pyruvate + Deoxyguanosine-5'-Triphosphate "
r0422,0,655.758724771978,0,413.475890772373,0,25.9555682842059,"Nicotinamide Adenine Dinucleotide Phosphate + Isocitric Acid  <=> Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Oxalosuccinate "
r0423,0,1000,0,1000,0,1000,"Nicotinamide Adenine Dinucleotide Phosphate + Isocitric Acid  -> Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Oxalosuccinate "
r0424,0,74.9692848903875,0,3.48920280340995e-05,0,7.34591862405765e-05,"Nicotinamide Adenine Dinucleotide Phosphate + Isocitric Acid  <=> Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Oxalosuccinate "
r0425,-1000,883.815167309778,-1000,589.840672408289,-1000,974.045593354624,"Nicotinamide Adenine Dinucleotide + Isocitric Acid  <=> Proton + Nicotinamide Adenine Dinucleotide - Reduced + Oxalosuccinate "
r0426,0,1000,0,1000,0,1000,"Isocitric Acid  -> Water + Cis-Aconitate "
r0444,0,3.73237101788012e-06,0,3.48223287076621e-05,0,2.43547534637401e-05,"L-Carnitine + Palmitoleyl Coenzyme A  -> Coenzyme A + Palmitoleoyl-Carnitine "
r0450,0,99.8185566424406,0,0.000166329011612731,0,1.59346732004906e-05,"L-2-Aminoadipate + 2-Oxoglutarate  <=> 2-Oxoadipate + L-Glutamate "
r0451,0,99.8185566424406,0,0.000166329011612731,0,1.59346738062283e-05,"Proton + 2-Oxoadipate + Lipoamide  -> Carbon Dioxide + S-Glutaryldihydrolipoamide "
r0456,0,3.05375810683017e-06,0,9.49699872698773e-06,0,1.32844108549079e-05,"Adenosine Triphosphate + Deoxyguanosine  -> Proton + Adenosine Diphosphate + Dgmp "
r0463,-154.565874717159,0,-0.000342285947501667,0,-0.000370247651119371,0,"Proton + Coenzyme A + Hydroxymethylglutaryl Coenzyme A  <=> Acetyl Coenzyme A + Acetoacetyl Coenzyme A + Water "
r0474,NaN,NaN,NaN,NaN,-1.15011163218389,-1.15010067426397,"Water + Deoxycytidine-5'-Triphosphate + Oxidized Thioredoxin  <=> Cytidine-5'-Triphosphate + Reduced Thioredoxin "
r0480,-353.899779041212,333.333337065704,-379.012386760831,-18.8088822893256,-21.6549558936326,1.77974476590255e-05,"S-Adenosyl-L-Methionine + Ethanolamine Phosphate  <=> Proton + S-Adenosyl-L-Homocysteine + N-Methylethanolaminium Phosphate "
r0483,0,143.128657449461,0,0.000112771810890422,0,1.31588647036551e-05,"2-Oxoglutarate + D-3-Amino-Isobutanoate  <=> 2-Methyl-3-Oxopropanoate + L-Glutamate "
r0488,-2.39938134732094e-06,0,-6.76386998810767e-06,0,-0.000370247659333245,500.000004064284,"2 Nicotinamide Adenine Dinucleotide Phosphate + Coenzyme A + (R)-Mevalonate  <=> 2 Proton + 2 Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Hydroxymethylglutaryl Coenzyme A "
r0509,0,666.666666666667,0,606.548065620348,0,632.829056315047,"Ubiquinone-10 + Succinate  -> Ubiquinol-10 + Fumarate "
r0510,0,1.11971130536404e-05,0,4.29032620559155e-05,0,3.5976625326839e-05,"Oxygen + 2 Proton + Palmitoyl Coenzyme A (N-C16:0 Coenzyme A) + 2 Ferrocytochrome B5  -> 2 Water + Palmitoleyl Coenzyme A + 2 Ferricytochrome B5 "
r0511,0,154.80506827467,0,105.294304131036,0,0.000171437335666269,"Oxygen + 2 Proton + Stearoyl Coenzyme A (N-C18:0 Coenzyme A) + 2 Ferrocytochrome B5  -> 2 Water + Octadecenoyl Coenzyme A (N-C18:1 Coenzyme A) + 2 Ferricytochrome B5 "
r0517,-1000,83.8485991552013,-1000,0.000139704957412334,-1000,1.95558154194804e-05,"Proton + 2-Amino-3-Oxoadipate  <=> Carbon Dioxide + 5-Amino-4-Oxopentanoate "
r0525,NaN,NaN,NaN,NaN,0,1.59346732004906e-05,"Water + Nicotinamide Adenine Dinucleotide + L-Saccharopinate  <=> Proton + Nicotinamide Adenine Dinucleotide - Reduced + L-Glutamate + L-Allysine "
r0527,NaN,NaN,0,1000,NaN,NaN,"Water + Nicotinamide Ribotide  <=> Ammonium + Nicotinate D-Ribonucleotide "
r0531,-1000,7.30770485263395,-1000,7.32702563115952,-1000,5.90496779478635,"Cytidine + Deoxyuridine-5'-Triphosphate  <=> Proton + Cytidine 5'-Monophosphate + Deoxyuridine-5'-Diphosphate "
r0537,0,3.05375806419761e-06,0,9.49699874297494e-06,0,1.32844110538599e-05,"Ethanolamine Phosphate + Hexadecanal  -> (2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate "
r0541,0,85.1196843438266,0,0.000166329011840105,0,1.59346734704968e-05,"Proton + Glutaryl Coenzyme A + Ubiquinone-10  -> Carbon Dioxide + Crotonoyl Coenzyme A + Ubiquinol-10 "
r0547,NaN,NaN,0,7.64113726745563e-05,NaN,NaN,"Water + Nicotinamide Adenine Dinucleotide Phosphate + Phenylacetaldehyde  <=> 2 Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Phenylacetate "
r0555,0,319.81703071761,0,0.00128798190856827,0,2.97774435580322e-05,"Coenzyme A + S-Acetyldihydrolipoamide  -> Acetyl Coenzyme A + Dihydrolipoamide "
r0557,0,99.8185566424406,0,0.000166329011612731,0,1.59346738062283e-05,"Coenzyme A + S-Glutaryldihydrolipoamide  -> Glutaryl Coenzyme A + Dihydrolipoamide "
r0568,0,1.52687903920423e-06,0,4.74849936926702e-06,0,6.64220533508342e-06,"Gamma-L-Glutamyl-L-Cysteine  -> L-Cysteine + 5-Oxoprolinate "
r0570,0,1.11971129541644e-05,0,5.0093055680378e-05,0,8.33615127504572e-05,"2-Deoxy-D-Ribose 1-Phosphate  <=> 2-Deoxy-D-Ribose 5-Phosphate "
r0571,-819.72243988979,-408.978744282678,NaN,NaN,-0.000146312081369615,0.000346860570743956,"Water + (S)-Methylmalonyl Coenzyme A  <=> Proton + Coenzyme A + Methylmalonate "
r0573,0,1.11971130536404e-05,0,3.4955711690543e-05,0,4.87095061387777e-05,"Adenosine Triphosphate + Coenzyme A + Cholate  -> Adenosine Monophosphate + Diphosphate + Choloyl Coenzyme A "
r0575,-1000,3.99896893081101e-07,-1000,1.08785259620408e-06,-1000,1.52303838031803e-06,"Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Presqualene Diphosphate  <=> Nicotinamide Adenine Dinucleotide Phosphate + Diphosphate + Squalene "
r0578,0,3.05375810683017e-06,0,9.49699879981836e-06,NaN,NaN,"Adenosine Triphosphate + Pantetheine  -> Proton + Adenosine Diphosphate + Pantetheine 4-Phosphate "
r0579,0,9.7366200054529e-07,0,3.92808658578048e-06,0,4.01203476485534e-06,"Adenosine Triphosphate + Pantetheine  -> Proton + Adenosine Diphosphate + Pantetheine 4-Phosphate "
r0584,NaN,NaN,-1000,0,0,4.87095057337683e-05,"Water + Deamino-Nad+  <=> 2 Proton + Adenosine Monophosphate + Nicotinate D-Ribonucleotide "
r0590,0,9.7366200054529e-07,0,3.92808658578048e-06,0,4.01203476485534e-06,"Proton + Adenosine Triphosphate + Pantetheine 4-Phosphate  -> Diphosphate + Dephospho Coenzyme A "
r0591,-1.19969068634873e-06,1.11971130536404e-05,NaN,NaN,-5.23168222343884e-06,4.87095055632381e-05,"Water + Dephospho Coenzyme A  <=> 2 Proton + Adenosine Monophosphate + Pantetheine 4-Phosphate "
r0595,0,3.05375807840846e-06,0,0.0001848785844345,0,1.02191173994015e-05,"Proton + Sulfite + 3-Mercaptopyruvate  -> Pyruvate + Thiosulfate "
r0596,0,2.23942261072807e-05,0,0.000195931812697836,0,0.000134418115180779,"Water + 3-Hydroxypropanoyl Coenzyme A  -> Proton + Coenzyme A + 3-Hydroxypropionate "
r0610,-1000,1000,-1000,1000,-1000,1000,"Cytidine-5'-Triphosphate + D-Tagatofuranose 6-Phosphate  <=> Proton + Cytidine-5'-DIphosphate + D-Tagatofuranose 1,6-Bisphosphate "
r0611,-1000,1000,-1000,1000,-1000,1000,"Iinosine-5'-Triphosphate + D-Tagatofuranose 6-Phosphate  <=> Proton + Inosine-5'-Diphosphate + D-Tagatofuranose 1,6-Bisphosphate "
r0615,-1000,1000,-1000,1000,-1000,1000,"Nicotinamide Adenine Dinucleotide + Trans-4-Hydroxy-L-Proline  <=> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + L-1-Pyrroline-3-Hydroxy-5-Carboxylate "
r0616,-1000,45.7346114621064,-1000,4.86600307483983e-05,-1000,2.45261535656444e-05,"Nicotinamide Adenine Dinucleotide + Trans-4-Hydroxy-L-Proline  <=> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + L-1-Pyrroline-3-Hydroxy-5-Carboxylate "
r0617,-1000,1000,-1000,1000,-1000,1000,"Nicotinamide Adenine Dinucleotide Phosphate + Trans-4-Hydroxy-L-Proline  <=> 2 Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + L-1-Pyrroline-3-Hydroxy-5-Carboxylate "
r0618,0,1000,0,1000,0,1000,"Nicotinamide Adenine Dinucleotide Phosphate + Trans-4-Hydroxy-L-Proline  -> 2 Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + L-1-Pyrroline-3-Hydroxy-5-Carboxylate "
r0627,NaN,NaN,-1000,0,NaN,NaN,"Water + Galactosylglycerol  <=> D-Galactose + Glycerol "
r0633,-235.662029313831,99.0096318756352,NaN,NaN,-459.536226778057,7.89406707326634e-05,"Nicotinamide Adenine Dinucleotide Phosphate + Octanoyl Coenzyme A (N-C8:0 Coenzyme A)  <=> Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + (2E)-Octenoyl Coenzyme A "
r0634,-79.1665916298892,161.391209061527,-0.000534325930028323,1000,185.839144147809,185.839736544059,"Acetyl Coenzyme A + Octanoyl Coenzyme A (N-C8:0 Coenzyme A)  <=> Coenzyme A + 3-Oxodecanoyl Coenzyme A "
r0636,NaN,NaN,-1000,0.000171142973785035,162.238334806923,162.238962686118,"Coenzyme A + Octanoyl Carnitine  <=> L-Carnitine + Octanoyl Coenzyme A (N-C8:0 Coenzyme A) "
r0638,-276.976614171043,0,-0.00520740521302798,0,-459.536226778053,0,"Nicotinamide Adenine Dinucleotide Phosphate + Lauroyl Coenzyme A  <=> Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Trans-Dodec-2-Enoyl Coenzyme A "
r0639,0,258.665128625271,0,0.00112644338954127,0,3.44824737767629e-05,"Coenzyme A + 3-Oxotetradecanoyl Coenzyme A  -> Acetyl Coenzyme A + Lauroyl Coenzyme A "
r0641,0,3.05375807840846e-06,0,9.18831683982546e-06,0,1.29740730017147e-05,"Water + Leukotriene C4  <=> L-Glutamate + Leukotriene D4 "
r0642,-671.666674019438,-442.5634051344,-451.21035945333,-451.206527186135,-9.85323228235302e-05,0,"Water + Nicotinamide Adenine Dinucleotide + 2-Methyl-3-Oxopropanoate  <=> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + Methylmalonate "
r0643,408.978744282678,819.72243988979,124.407979790658,124.412923470776,-0.000346860565230145,0.000146312081483302,"Water + Nicotinamide Adenine Dinucleotide + 2-Methyl-3-Oxopropanoate  <=> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + Methylmalonate "
r0652,-235.662030557954,0,-0.000926111047306222,0,-459.536226778053,0,"Nicotinamide Adenine Dinucleotide Phosphate + Myristoyl Coenzyme A  <=> Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + (2E)-Tetradecenoyl Coenzyme A "
r0653,0,367.842347669778,21.5405378511878,105.294532629425,0,7.57555180683767e-05,"Coenzyme A + 3-Oxopalmitoyl Coenzyme A  -> Acetyl Coenzyme A + Myristoyl Coenzyme A "
r0655,0,116.488903240003,0,0.000406892054229502,0,2.14005160614761e-05,"Isovaleryl Coenzyme A + Ubiquinone-10  -> 3-Methylbut-2-Enoyl Coenzyme A + Ubiquinol-10 "
r0661,0,87.3897111682414,0,2.30976912615739e-06,0,162.23896268612,"Water + Trans-Dodec-2-Enoyl Coenzyme A  -> (S)-3-Hydroxydodecanoyl Coenzyme A "
r0666,0,4.86831002332189e-07,0,2.26233612821147e-06,0,2.15002052939006e-06,"Adenosine Triphosphate + 2-(Formamido)-N1-(5-Phospho-D-Ribosyl)Acetamidine  -> 2 Proton + Adenosine Diphosphate + Orthophosphate + 5-Amino-1-(5-Phospho-D-Ribosyl)Imidazole "
r0669,0,252.000408385694,0,0.000840786641049363,0,0.000146312080346434,"Water + 2-Methylprop-2-Enoyl Coenzyme A  -> 3-Hydroxyisobutyryl Coenzyme A "
r0671,0,1.19969058687275e-06,0,1.56270749078757e-05,0,5.23168219501713e-06,"L-Cysteine + Cytidine-5'-Triphosphate + D-4-Phosphopantothenate  -> Proton + Diphosphate + Cytidine 5'-Monophosphate + N-((R)-4-Phosphopantothenoyl)-L-Cysteine "
r0686,-1000,45.7346114621064,-1000,4.86600305462659e-05,NaN,NaN,"2 Water + Nicotinamide Adenine Dinucleotide Phosphate + L-1-Pyrroline-3-Hydroxy-5-Carboxylate  <=> Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Erythro-4-Hydroxy-L-Glutamate "
r0688,0,3.05375810553828e-06,0,8.2084880529919e-06,0,2.02727205262931e-05,"Water + Nicotinamide Adenine Dinucleotide + 3Alpha,7Alpha-Dihydroxy-5Beta-Cholestan-26-Al  <=> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanate "
r0698,0,174.928331410904,0,8.14147321484881e-05,0,0.000171404764220284,"4 Proton + Chenodeoxycholoyl Coenzyme A + Propanoyl Coenzyme A  -> Coenzyme A + Water + 3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanoyl Coenzyme A "
r0714,0,367.842347669778,21.5405378511878,105.294532629425,0,7.57555180683767e-05,"Nicotinamide Adenine Dinucleotide + 3S-Hydroxyhexadecanoyl Coenzyme A  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3-Oxopalmitoyl Coenzyme A "
r0715,0,87.3897111682417,0,0.00017114297383883,0,162.238962686118,"Nicotinamide Adenine Dinucleotide + 3S-Hydroxyhexadecanoyl Coenzyme A  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3-Oxopalmitoyl Coenzyme A "
r0716,0,367.842347669778,21.5405378511878,105.294532629425,0,7.57555180683767e-05,"Water + Trans-Hexadec-2-Enoyl Coenzyme A  -> 3S-Hydroxyhexadecanoyl Coenzyme A "
r0717,0,87.3897111682417,0,0.00017114297383883,0,162.238962686118,"Trans-Hexadec-2-Enoyl Coenzyme A + Water  -> 3S-Hydroxyhexadecanoyl Coenzyme A "
r0718,0,258.665128625271,0,0.00112644338954127,0,3.44824737767629e-05,"Nicotinamide Adenine Dinucleotide + (S)-3-Hydroxytetradecanoyl Coenzyme A  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3-Oxotetradecanoyl Coenzyme A "
r0719,0,87.3897111682417,0,0.00017114297383883,0,162.238962686118,"Nicotinamide Adenine Dinucleotide + (S)-3-Hydroxytetradecanoyl Coenzyme A  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3-Oxotetradecanoyl Coenzyme A "
r0721,0,87.3897111682417,0,0.00017114297383883,0,162.238962686118,"Water + (2E)-Tetradecenoyl Coenzyme A  -> (S)-3-Hydroxytetradecanoyl Coenzyme A "
r0722,-86.5551919284508,153.977265755025,-0.00520740515070273,0.000926111052599765,-7.57555196813087e-05,4.15498032282358e-05,"Nicotinamide Adenine Dinucleotide + (S)-3-Hydroxydodecanoyl Coenzyme A  <=> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3-Oxododecanoyl Coenzyme A "
r0723,0,87.3897111682414,0,2.30976912615739e-06,0,162.23896268612,"Nicotinamide Adenine Dinucleotide + (S)-3-Hydroxydodecanoyl Coenzyme A  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3-Oxododecanoyl Coenzyme A "
r0724,-153.977265755025,86.5551919284508,-0.000926111052599765,0.00520740515070273,-4.15498032282358e-05,7.57555196813087e-05,"Acetyl Coenzyme A + Decanoyl Coenzyme A (N-C10:0 Coenzyme A)  <=> Coenzyme A + 3-Oxododecanoyl Coenzyme A "
r0726,-161.391209061527,79.1665916298892,-1000,0.000534325930028323,-185.839736544059,-185.839144147809,"Nicotinamide Adenine Dinucleotide + (S)-3-Hydroxydecanoyl Coenzyme A  <=> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3-Oxodecanoyl Coenzyme A "
r0727,0,87.3897111682417,0,5.01035986353315e-05,0,162.238962686122,"Nicotinamide Adenine Dinucleotide + (S)-3-Hydroxydecanoyl Coenzyme A  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3-Oxodecanoyl Coenzyme A "
r0728,NaN,NaN,-0.000926111051338752,1000,NaN,NaN,"(S)-3-Hydroxydecanoyl Coenzyme A  <=> Water + Trans-Dec-2-Enoyl Coenzyme A "
r0729,0,87.3897111682417,0,5.01035986353315e-05,0,162.238962686122,"Water + Trans-Dec-2-Enoyl Coenzyme A  -> (S)-3-Hydroxydecanoyl Coenzyme A "
r0730,0,99.0096318756348,0,0.00126305241406518,0,7.89406753369803e-05,"Nicotinamide Adenine Dinucleotide + 3S-Hydroxy-Octanoyl Coenzyme A  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3-Oxo-Octanoyl Coenzyme A "
r0731,0,99.0096318756348,0,0.00126305241406518,0,7.89406753369803e-05,"Water + (2E)-Octenoyl Coenzyme A  -> 3S-Hydroxy-Octanoyl Coenzyme A "
r0732,0,99.0096318756348,0,0.00126305241406518,0,7.89406753369803e-05,"Coenzyme A + 3-Oxo-Octanoyl Coenzyme A  -> Acetyl Coenzyme A + Hexanoyl Coenzyme A (N-C6:0Coenzyme A) "
r0733,0,88.001833487505,0,0.000115818463264361,0,3.06734992392421e-05,"Nicotinamide Adenine Dinucleotide + 3S-Hydroxy-Hexanoyl Coenzyme A  -> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3-Oxo-Hexanoyl Coenzyme A "
r0734,0,88.001833487505,0,0.000115818463264361,0,3.06734992392421e-05,"Water + Trans-Hex-2-Enoyl Coenzyme A  -> 3S-Hydroxy-Hexanoyl Coenzyme A "
r0735,-235.662030557954,153.977265755025,NaN,NaN,-459.536226778063,4.15498038073281e-05,"Nicotinamide Adenine Dinucleotide Phosphate + Decanoyl Coenzyme A (N-C10:0 Coenzyme A)  <=> Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Trans-Dec-2-Enoyl Coenzyme A "
r0739,0,3.05375810553828e-06,0,8.2084880529919e-06,0,2.02727205262931e-05,"Nicotinamide Adenine Dinucleotide + 5Beta-Cholestane-3Alpha,7Alpha,26-Triol  <=> Proton + Nicotinamide Adenine Dinucleotide - Reduced + 3Alpha,7Alpha-Dihydroxy-5Beta-Cholestan-26-Al "
r0758,-367.343049684306,0,-0.000338833616709167,0,-313.859254007872,0,"Water + Nicotinamide Adenine Dinucleotide + (5-Hydroxyindol-3-Yl)Acetaldehyde  <=> 2 Proton + Nicotinamide Adenine Dinucleotide - Reduced + 5-Hydroxyindoleacetate "
r0779,0,252.000408385694,0,0.000840786641049363,0,0.000146312080346434,"Water + 3-Hydroxyisobutyryl Coenzyme A  -> Proton + Coenzyme A + 3-Hydroxy-2-Methylpropanoate "
r0781,0,3.99896892742748e-07,0,1.08785260166666e-06,0,1.52408323715298e-06,"3 Oxygen + 2 Proton + 3 Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Lanosterol  -> 4 Water + 3 Nicotinamide Adenine Dinucleotide Phosphate + 4,4-Dimethyl-5Alpha-Cholesta-8,14,24-Trien-3Beta-Ol + Formate "
r0782,0,1.52687904630966e-06,0,3.04241814319539e-06,0,7.14802019174954e-06,"Proton + Nicotinamide Adenine Dinucleotide - Reduced + Guanosine-5'-Diphosphate-4-Dehydro-6-Deoxy-Alpha-D-Mannose  -> Nicotinamide Adenine Dinucleotide + Guanosine-5'-Diphosphate-L-Fucose "
r0783,NaN,NaN,NaN,NaN,-1.52303834215125e-06,837.761343532598,"Nicotinamide Adenine Dinucleotide Phosphate + 5Alpha-Cholest-7-En-3Beta-Ol  <=> Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + 5Alpha-Cholesta-7,24-Dien-3Beta-Ol "
r0784,NaN,NaN,-1000,1000,NaN,NaN,"Nicotinamide Adenine Dinucleotide + Xylitol  <=> Proton + Nicotinamide Adenine Dinucleotide - Reduced + L-Xylulose "
r0786,0,3.05375806419761e-06,0,9.49699874297494e-06,0,1.32844110538599e-05,"Sphingosine 1-Phosphate  -> Ethanolamine Phosphate + Hexadecenal "
r0787,0,3.05375806419761e-06,0,9.49699874297494e-06,0,1.32844110538599e-05,"Water + (2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate  -> Orthophosphate + Sphinganine "
r0788,-353.899779041212,333.333337065704,-379.012386760831,-18.8088822893256,-21.6549558936326,1.77974476590255e-05,"S-Adenosyl-L-Methionine + N-Methylethanolaminium Phosphate  <=> 2 Proton + S-Adenosyl-L-Homocysteine + Phosphodimethylethanolamine "
r0789,-353.899779041212,333.333337065704,-379.012386760831,-18.8088822893256,-21.6549558936326,1.77974476590255e-05,"S-Adenosyl-L-Methionine + Phosphodimethylethanolamine  <=> S-Adenosyl-L-Homocysteine + Choline Phosphate "
r0791,-88.0018334875054,235.66202931383,NaN,NaN,-3.06734991113444e-05,459.536226778055,"Proton + Nicotinamide Adenine Dinucleotide Phosphate - Reduced + Trans-Hex-2-Enoyl Coenzyme A  <=> Nicotinamide Adenine Dinucleotide Phosphate + Hexanoyl Coenzyme A (N-C6:0Coenzyme A) "
r0795,0,3.05375807840846e-06,0,0.0001848785844345,0,1.02191173994015e-05,"Water + Thiosulfate  -> 2 Proton + Sulfate + Hydrosulfide "
r0797,-174.928331410904,0,-8.1414732406944e-05,7.9510623582543e-06,-0.000171404768671835,0,"Glycine + Chenodeoxycholoyl Coenzyme A  <=> Coenzyme A + Glycochenodeoxycholate "
r0801,-1000,-615.265995423324,-1000,-999.999721621199,-1000,-20.2743076576362,"Guanosine-5'-Triphosphate + Guanosine-5'-Diphosphate  <=> Guanosine-5'-Diphosphate + Guanosine-5'-Triphosphate "
r0812,0,1.1197113678918e-05,0,3.49557117367283e-05,0,4.8709504881117e-05,"Adenosine Triphosphate + Adenosine Monophosphate  <=> Adenosine Monophosphate + Adenosine Triphosphate "
r0838,-1000,-841.168573751272,-1000,-999.999638047465,NaN,NaN,"Ammonium  <=> Ammonium "
r0841,-237.47157070156,0,-0.000203446026944221,0,-0.000277685738311106,0,"D-Ribulose 5-Phosphate  <=> D-Ribulose 5-Phosphate "
r0853,0,9.73662054093438e-07,870.372858583501,870.373913710563,0,4.01203494249103e-06,"Adenosine Triphosphate + Orthophosphate  -> Orthophosphate + Adenosine Triphosphate "
r0860,-7.19814404196281e-06,0,-1.6996762890634e-05,0,-2.65418299946418e-05,0,"Adenosine Diphosphate + Adenosine Triphosphate  <=> Adenosine Triphosphate + Adenosine Diphosphate "
r0892,0,3.05375812104103e-06,0,0.000209135459613208,0,1.36099590264394e-05,"Uridine-5'-TrIphosphate  <=> Uridine-5'-TrIphosphate "
r0899,NaN,NaN,-0.00026048104803067,0.000195931813962602,NaN,NaN,"Beta-Alanine  <=> Beta-Alanine "
r0913,-1000,1000,-1000,1000,-1000,1000,"Isocitric Acid + (S)-Malate  <=> (S)-Malate + Isocitric Acid "
r0915,-1000,1000,-1000,1000,-1000,1000,"Citrate + Succinate  <=> Citrate + Succinate "
r0917,-1000,1000,-1000,1000,-1000,1000,"Citrate + Isocitric Acid  <=> Citrate + Isocitric Acid "
r0926,0,3.05375806419761e-06,0,9.18369346436521e-06,0,9.20656725611479e-06,"3-Phospho-D-Glycerate  -> 3-Phospho-D-Glycerate "
r0940,-1000,-865.888823906765,-1000,-999.999638047465,NaN,NaN,"Hydrosulfide  <=> Hydrosulfide "
r0942,-1000,1000,-1000,1000,-1000,1000,"Creatine  <=> Creatine "
r0954,0,2.39938134732094e-06,0,5.66558763021134e-06,-500.000004233817,8.84401560945491e-06,"(R)-Mevalonate  <=> (R)-Mevalonate "
r0970,0,1.11971130536404e-05,0,3.4955711690543e-05,0,4.87095061387777e-05,"Cholate  <=> Cholate "
r0973,-9.7366200054529e-07,0,-3.92808658578048e-06,0,-4.01203476485534e-06,0,"Pantetheine  <=> Pantetheine "
r0974,0,1.19969058687275e-06,0,1.56270748696841e-05,0,5.23168219501713e-06,"Sodium + (R)-Pantothenate  <=> Sodium + (R)-Pantothenate "
r0989,0,1.11971130536404e-05,0,3.4955711690543e-05,0,4.87095061387777e-05,"Choloyl Coenzyme A  <=> Choloyl Coenzyme A "
r0990,-1.11971130536404e-05,0,-3.31970216507216e-05,0,-4.87095067001064e-05,0,"Choloyl Coenzyme A  <=> Choloyl Coenzyme A "
r0995,-1000,1000,-1000,458.932590583152,-1000,1000,"L-Carnitine + O-Acetylcarnitine  <=> O-Acetylcarnitine + L-Carnitine "
r1000,0,3.73237101788012e-06,0,3.48223287076621e-05,0,2.43547534637401e-05,"L-Carnitine + Palmitoleoyl-Carnitine  -> Palmitoleoyl-Carnitine + L-Carnitine "
r1001,NaN,NaN,-1000,1000,NaN,NaN,"L-Carnitine + Palmitoleoyl-Carnitine  <=> L-Carnitine + Palmitoleoyl-Carnitine "
